#ctg	length	repeat_bundle_count	repeat_bundle_sum	repeat_bundle_percentage	repeat_bundle_mean	repeat_bundle_min	repeat_bundle_max	non_repeat_bundle_count	non_repeat_bundle_sum	non_repeat_bundle_percentage	non_repeat_bundle_mean	non_repeat_bundle_min	non_repeat_bundle_max	total_bundle_count	total_bundle_coverage_percentage
NA18940#2#classII	466547	0	0	0	NA	NA	NA	163	341406	73.17719	2094.5154	503	46181	163	73.17719
NA18940.JaSaPaGe#1#classII	554068	0	0	0	NA	NA	NA	221	443429	80.03151	2006.4661	503	46181	221	80.03151
NA18940.JaSaPaGe#2#classII	466550	0	0	0	NA	NA	NA	163	341157	73.12335	2092.9878	503	46181	163	73.12335
NA18943#1#classII	466706	0	0	0	NA	NA	NA	162	344627	73.84242	2127.3271	503	46164	162	73.84242
NA18943#2#classII	466731	0	0	0	NA	NA	NA	165	344841	73.884315	2089.9456	503	46179	165	73.884315
NA18943.JaSaPaGe#1#classII	466706	0	0	0	NA	NA	NA	162	344627	73.84242	2127.3271	503	46164	162	73.84242
NA18943.JaSaPaGe#2#classII	466731	0	0	0	NA	NA	NA	165	344841	73.884315	2089.9456	503	46179	165	73.884315
NA18944#1#classII	531729	0	0	0	NA	NA	NA	215	404021	75.982506	1879.1675	503	46179	215	75.982506
NA18944#2#classII	467300	0	0	0	NA	NA	NA	173	347404	74.34282	2008.1156	503	46166	173	74.34282
NA18945#1#classII	530232	0	0	0	NA	NA	NA	202	393056	74.12906	1945.8218	503	46182	202	74.12906
NA18945#2#classII	639496	0	0	0	NA	NA	NA	268	527049	82.416306	1966.6007	503	46180	268	82.416306
NA18945.JaSaPaGe#1#classII	639498	0	0	0	NA	NA	NA	268	527051	82.41637	1966.6082	503	46180	268	82.41637
NA18945.JaSaPaGe#2#classII	530232	0	0	0	NA	NA	NA	202	393054	74.128685	1945.8119	503	46181	202	74.128685
NA18948#1#classII	647580	0	0	0	NA	NA	NA	279	530305	81.89027	1900.7347	503	46176	279	81.89027
NA18948#2#classII	537036	0	0	0	NA	NA	NA	222	429461	79.96876	1934.509	502	46183	222	79.96876
NA18952#1#classII	530176	0	0	0	NA	NA	NA	209	407483	76.85806	1949.6794	503	46180	209	76.85806
NA18952#2#classII	639493	0	0	0	NA	NA	NA	268	527462	82.48128	1968.1418	503	46167	268	82.48128
NA18952.JaSaPaGe#1#classII	639493	0	0	0	NA	NA	NA	268	527463	82.48144	1968.1455	503	46167	268	82.48144
NA18952.JaSaPaGe#2#classII	639493	0	0	0	NA	NA	NA	268	527462	82.48128	1968.1418	503	46167	268	82.48128
NA18959#1#classII	554051	0	0	0	NA	NA	NA	221	443335	80.017	2006.0408	503	46180	221	80.017
NA18959#2#classII	553126	0	0	0	NA	NA	NA	240	455691	82.38467	1898.7125	503	46179	240	82.38467
NA18960#1#classII	639496	0	0	0	NA	NA	NA	268	527475	82.482925	1968.1903	503	46181	268	82.482925
NA18960#2#classII	638523	0	0	0	NA	NA	NA	260	516701	80.92128	1987.3115	503	46183	260	80.92128
NA18967#1#classII	528861	0	0	0	NA	NA	NA	207	406252	76.81641	1962.5701	503	46181	207	76.81641
NA18967#2#classII	639554	0	0	0	NA	NA	NA	268	527105	82.41759	1966.8097	503	46181	268	82.41759
NA18970#1#classII	529541	0	0	0	NA	NA	NA	211	407192	76.89527	1929.82	502	46164	211	76.89527
NA18970#2#classII	637518	0	0	0	NA	NA	NA	258	523416	82.10215	2028.7441	503	46181	258	82.10215
NA18970.JaSaPaGe#1#classII	529541	0	0	0	NA	NA	NA	211	407192	76.89527	1929.82	502	46164	211	76.89527
NA18970.JaSaPaGe#2#classII	637518	0	0	0	NA	NA	NA	258	523416	82.10215	2028.7441	503	46181	258	82.10215
NA18971#1#classII	639272	0	0	0	NA	NA	NA	265	523225	81.84701	1974.434	503	46177	265	81.84701
NA18971#2#classII	529069	0	0	0	NA	NA	NA	210	410608	77.609535	1955.2762	501	46181	210	77.609535
NA18974#1#classII	640496	0	0	0	NA	NA	NA	270	525320	82.017685	1945.6296	503	46180	270	82.017685
NA18974#2#classII	553048	0	0	0	NA	NA	NA	240	455633	82.385796	1898.4708	503	46179	240	82.385796
NA18976#1#classII	530247	0	0	0	NA	NA	NA	202	393107	74.13658	1946.0742	503	46174	202	74.13658
NA18976#2#classII	530247	0	0	0	NA	NA	NA	202	393107	74.13658	1946.0742	503	46174	202	74.13658
NA18982#1#classII	554050	0	0	0	NA	NA	NA	221	443421	80.03267	2006.4298	503	46180	221	80.03267
NA18982#2#classII	546065	0	0	0	NA	NA	NA	236	453671	83.08004	1922.3347	502	46176	236	83.08004
NA18983#1#classII	522361	0	0	0	NA	NA	NA	214	416046	79.64722	1944.1401	502	46179	214	79.64722
NA18983#2#classII	638790	0	0	0	NA	NA	NA	264	519060	81.25675	1966.1364	503	46180	264	81.25675
NA18990#1#classII	530251	0	0	0	NA	NA	NA	202	393114	74.137344	1946.1089	503	46177	202	74.137344
NA18990#2#classII	640614	0	0	0	NA	NA	NA	270	525669	82.05706	1946.9222	503	46179	270	82.05706
NA19007#1#classII	639228	0	0	0	NA	NA	NA	265	523261	81.85828	1974.5698	503	46178	265	81.85828
NA19007#2#classII	466702	0	0	0	NA	NA	NA	164	345841	74.10317	2108.7866	502	46178	164	74.10317
NA19036#1#classII	534698	0	0	0	NA	NA	NA	207	405089	75.76034	1956.9517	503	46186	207	75.76034
NA19036#2#classII	529823	0	0	0	NA	NA	NA	215	413151	77.97906	1921.6326	503	46179	215	77.97906
NA19043#1#classII	530710	0	0	0	NA	NA	NA	218	413984	78.00569	1899.0092	503	46188	218	78.00569
NA19043#2#classII	530699	0	0	0	NA	NA	NA	218	413725	77.9585	1897.821	503	46178	218	77.9585
NA19066#1#classII	554040	0	0	0	NA	NA	NA	221	443126	79.980865	2005.095	503	46164	221	79.980865
NA19066#2#classII	647592	0	0	0	NA	NA	NA	279	530924	81.98434	1902.9534	503	46176	279	81.98434
NA19079#1#classII	638215	0	0	0	NA	NA	NA	260	519299	81.36741	1997.3038	503	46179	260	81.36741
NA19079#2#classII	530246	0	0	0	NA	NA	NA	202	393111	74.137474	1946.0941	503	46174	202	74.137474
NA19087#1#classII	639100	0	0	0	NA	NA	NA	260	515276	80.62525	1981.8308	503	46181	260	80.62525
NA19087#2#classII	530242	0	0	0	NA	NA	NA	202	393098	74.13558	1946.0297	503	46168	202	74.13558
NA19088#1#classII	530318	0	0	0	NA	NA	NA	205	413987	78.06392	2019.4487	502	46091	205	78.06392
NA19088#2#classII	638806	0	0	0	NA	NA	NA	263	518461	81.16095	1971.3346	503	46181	263	81.16095
NA19159#1#classII	532838	0	0	0	NA	NA	NA	211	403510	75.728455	1912.3696	501	46094	211	75.728455
NA19159#2#classII	646611	0	0	0	NA	NA	NA	277	527176	81.52908	1903.1625	502	46099	277	81.52908
NA19185#1#classII	533229	0	0	0	NA	NA	NA	209	399162	74.85752	1909.8661	501	46107	209	74.85752
NA19185#2#classII	529551	0	0	0	NA	NA	NA	205	402382	75.985504	1962.839	503	46184	205	75.985504
NA19240#1#classII	528464	0	0	0	NA	NA	NA	208	413602	78.26493	1988.4712	502	46183	208	78.26493
NA19240#2#classII	554326	0	0	0	NA	NA	NA	205	427028	77.03554	2083.0635	501	46182	205	77.03554
NA19338#1#classII	530558	0	0	0	NA	NA	NA	199	386532	72.85387	1942.3718	503	46105	199	72.85387
NA19338#2#classII	553797	0	0	0	NA	NA	NA	243	456012	82.34281	1876.5927	503	46105	243	82.34281
NA19391#1#classII	532107	0	0	0	NA	NA	NA	212	396189	74.45664	1868.816	502	46107	212	74.45664
NA19391#2#classII	525017	0	0	0	NA	NA	NA	212	411921	78.4586	1943.0236	501	46107	212	78.4586
NA19443#1#classII	529684	0	0	0	NA	NA	NA	195	391578	73.92672	2008.0923	503	46106	195	73.92672
NA19443#2#classII	461381	0	0	0	NA	NA	NA	173	353885	76.70125	2045.578	502	46180	173	76.70125
NA19468#1#classII	543351	0	0	0	NA	NA	NA	213	422631	77.78232	1984.1831	504	46103	213	77.78232
NA19468#2#classII	528074	0	0	0	NA	NA	NA	209	398450	75.45344	1906.4594	503	46108	209	75.45344
NA19682#1#classII	530481	0	0	0	NA	NA	NA	207	416253	78.46709	2010.884	502	46181	207	78.46709
NA19682#2#classII	524031	0	0	0	NA	NA	NA	204	390448	74.50857	1913.9608	502	46181	204	74.50857
NA19700#1#classII	532687	0	0	0	NA	NA	NA	200	402140	75.49274	2010.7	503	46183	200	75.49274
NA19700#2#classII	642267	0	0	0	NA	NA	NA	250	506823	78.911575	2027.292	503	46104	250	78.911575
NA19776#1#classII	638273	0	0	0	NA	NA	NA	261	519406	81.37678	1990.0613	503	46180	261	81.37678
NA19776#2#classII	530530	0	0	0	NA	NA	NA	207	416121	78.43496	2010.2463	502	46165	207	78.43496
NA19835#1#classII	465656	0	0	0	NA	NA	NA	165	349402	75.03436	2117.588	503	46182	165	75.03436
NA19835#2#classII	534070	0	0	0	NA	NA	NA	207	400304	74.95347	1933.8357	502	46096	207	74.95347
NA19909#1#classII	529552	0	0	0	NA	NA	NA	205	402382	75.98536	1962.839	503	46184	205	75.98536
NA19909#2#classII	529552	0	0	0	NA	NA	NA	205	402382	75.98536	1962.839	503	46184	205	75.98536
NA20129#1#classII	528969	0	0	0	NA	NA	NA	215	406593	76.86519	1891.1302	502	46108	215	76.86519
NA20129#2#classII	530327	0	0	0	NA	NA	NA	207	416143	78.46913	2010.3527	502	46166	207	78.46913
NA20282#1#classII	461001	0	0	0	NA	NA	NA	168	351867	76.32673	2094.4465	502	46185	168	76.32673
NA20282#2#classII	529550	0	0	0	NA	NA	NA	205	402380	75.98527	1962.8292	503	46184	205	75.98527
NA20346#1#classII	540507	0	0	0	NA	NA	NA	221	411608	76.15221	1862.4796	503	46179	221	76.15221
NA20346#2#classII	530210	0	0	0	NA	NA	NA	201	393354	74.18834	1956.9851	503	46182	201	74.18834
NA20503#1#classII	536870	0	0	0	NA	NA	NA	217	423140	78.8161	1949.9539	502	46180	217	78.8161
NA20503#2#classII	522292	0	0	0	NA	NA	NA	213	414940	79.445984	1948.0751	502	46169	213	79.445984
NA20752#1#classII	536268	0	0	0	NA	NA	NA	218	421062	78.51708	1931.477	502	46180	218	78.51708
NA20752#2#classII	644968	0	0	0	NA	NA	NA	272	525864	81.53335	1933.3235	503	46183	272	81.53335
NA20762#1#classII	538217	0	0	0	NA	NA	NA	223	426828	79.30407	1914.0269	502	46185	223	79.30407
NA20762#2#classII	529570	0	0	0	NA	NA	NA	213	409427	77.3131	1922.1925	503	46183	213	77.3131
NA20799#1#classII	522164	0	0	0	NA	NA	NA	213	413102	79.11346	1939.446	501	46177	213	79.11346
NA20799#2#classII	536538	0	0	0	NA	NA	NA	217	414929	77.3345	1912.1152	502	46183	217	77.3345
NA20805#1#classII	527445	0	0	0	NA	NA	NA	220	423649	80.320984	1925.6772	501	46182	220	80.320984
NA20805#2#classII	522148	0	0	0	NA	NA	NA	213	413435	79.17966	1941.0094	502	46180	213	79.17966
NA20806#1#classII	553768	0	0	0	NA	NA	NA	243	456124	82.36735	1877.0535	503	46165	243	82.36735
NA20806#2#classII	553737	0	0	0	NA	NA	NA	243	456073	82.36275	1876.8436	503	46184	243	82.36275
NA20809#1#classII	638834	0	0	0	NA	NA	NA	261	517826	81.05799	1984.0077	503	46185	261	81.05799
NA20809#2#classII	537040	0	0	0	NA	NA	NA	222	429465	79.9689	1934.527	502	46183	222	79.9689
NA20827#1#classII	647574	0	0	0	NA	NA	NA	279	530533	81.92624	1901.552	503	46173	279	81.92624
NA20827#2#classII	647583	0	0	0	NA	NA	NA	279	530770	81.96169	1902.4015	503	46169	279	81.96169
NA20850#1#classII	647844	0	0	0	NA	NA	NA	278	537746	83.00548	1934.3381	503	46113	278	83.00548
NA20850#2#classII	556323	0	0	0	NA	NA	NA	233	461500	82.95541	1980.6866	503	46180	233	82.95541
NA20870#1#classII	530142	0	0	0	NA	NA	NA	199	389040	73.38411	1954.9749	503	46191	199	73.38411
NA20870#2#classII	554592	0	0	0	NA	NA	NA	229	452458	81.58394	1975.7991	503	46181	229	81.58394
NA20905#1#classII	522384	0	0	0	NA	NA	NA	214	416014	79.63758	1943.9906	502	46182	214	79.63758
NA20905#2#classII	554069	0	0	0	NA	NA	NA	221	443427	80.031006	2006.457	503	46180	221	80.031006
NA21093#1#classII	647872	0	0	0	NA	NA	NA	278	537822	83.01362	1934.6115	503	46179	278	83.01362
NA21093#2#classII	542127	0	0	0	NA	NA	NA	212	425787	78.540085	2008.4292	504	46178	212	78.540085
NA21102#1#classII	542423	0	0	0	NA	NA	NA	208	417591	76.98623	2007.649	504	46181	208	76.98623
NA21102#2#classII	524495	0	0	0	NA	NA	NA	221	413276	78.79503	1870.0271	501	46181	221	78.79503
NA21106#1#classII	554612	0	0	0	NA	NA	NA	229	452673	81.61977	1976.738	503	46171	229	81.61977
NA21106#2#classII	554275	0	0	0	NA	NA	NA	222	445213	80.32349	2005.464	503	46179	222	80.32349
NA21110#1#classII	522270	0	0	0	NA	NA	NA	214	413819	79.23469	1933.7336	501	46185	214	79.23469
NA21110#2#classII	554269	0	0	0	NA	NA	NA	221	444244	80.14953	2010.1538	503	46179	221	80.14953
NA21144#1#classII	647882	0	0	0	NA	NA	NA	278	537681	82.99058	1934.1044	503	46179	278	82.99058
NA21144#2#classII	523620	0	0	0	NA	NA	NA	216	404172	77.188034	1871.1666	501	46179	216	77.188034
NA21309#1#classII	553760	0	0	0	NA	NA	NA	237	448135	80.92585	1890.865	503	46113	237	80.92585
NA21309#2#classII	530250	0	0	0	NA	NA	NA	202	392838	74.085434	1944.7426	503	46183	202	74.085434
RY01#1#classII	526212	0	0	0	NA	NA	NA	196	399695	75.95703	2039.2603	503	46182	196	75.95703
RY01#2#classII	639286	0	0	0	NA	NA	NA	264	522428	81.72054	1978.8939	503	46181	264	81.72054
RY02#1#classII	536434	0	0	0	NA	NA	NA	217	421049	78.490364	1940.318	502	46113	217	78.490364
RY02#2#classII	554079	0	0	0	NA	NA	NA	222	444096	80.15031	2000.4324	503	46181	222	80.15031
RY03#1#classII	647630	0	0	0	NA	NA	NA	277	529389	81.74251	1911.1516	503	46177	277	81.74251
RY03#2#classII	530183	0	0	0	NA	NA	NA	209	407210	76.80556	1948.3732	503	46179	209	76.80556
RY04#1#classII	523551	0	0	0	NA	NA	NA	217	414648	79.19916	1910.8203	501	46164	217	79.19916
RY04#2#classII	527813	0	0	0	NA	NA	NA	219	420217	79.61475	1918.7991	501	46180	219	79.61475
RY05#1#classII	522218	0	0	0	NA	NA	NA	212	412485	78.98713	1945.684	502	46180	212	78.98713
RY05#2#classII	537045	0	0	0	NA	NA	NA	222	429467	79.96853	1934.536	502	46181	222	79.96853
RY06#1#classII	522314	0	0	0	NA	NA	NA	211	412534	78.981995	1955.1375	501	46184	211	78.981995
RY06#2#classII	553736	0	0	0	NA	NA	NA	243	455978	82.34574	1876.4526	503	46184	243	82.34574
RY07#1#classII	468416	0	0	0	NA	NA	NA	176	349795	74.67614	1987.4716	503	46179	176	74.67614
RY07#2#classII	647624	0	0	0	NA	NA	NA	279	530841	81.96747	1902.6559	503	46177	279	81.96747
RY08#1#classII	555436	0	0	0	NA	NA	NA	212	430147	77.44312	2028.9952	503	46171	212	77.44312
RY08#2#classII	640698	0	0	0	NA	NA	NA	269	524795	81.90989	1950.9108	503	46167	269	81.90989
RY09#1#classII	647446	0	0	0	NA	NA	NA	275	526102	81.25805	1913.0981	503	46179	275	81.25805
RY09#2#classII	647528	0	0	0	NA	NA	NA	279	530473	81.92279	1901.3369	503	46176	279	81.92279
RY10#1#classII	554055	0	0	0	NA	NA	NA	220	442251	79.82078	2010.2318	503	46181	220	79.82078
RY10#2#classII	639307	0	0	0	NA	NA	NA	265	523289	81.85254	1974.6754	503	46180	265	81.85254
RY11#1#classII	638512	0	0	0	NA	NA	NA	260	516455	80.88415	1986.3654	503	46168	260	80.88415
RY11#2#classII	638777	0	0	0	NA	NA	NA	265	517569	81.02499	1953.0906	503	46182	265	81.02499
apr-f#1#classII	554590	0	0	0	NA	NA	NA	224	447662	80.71945	1998.4911	503	46183	224	80.71945
apr-f#2#classII	554011	0	0	0	NA	NA	NA	229	449455	81.12745	1962.6855	503	46093	229	81.12745
apr-m#1#classII	529298	0	0	0	NA	NA	NA	199	398462	75.28122	2002.3217	503	46108	199	75.28122
apr-m#2#classII	522394	0	0	0	NA	NA	NA	213	415297	79.49881	1949.7512	502	46181	213	79.49881
apr-s#1#classII	522395	0	0	0	NA	NA	NA	213	415299	79.49904	1949.7606	502	46181	213	79.49904
apr-s#2#classII	554586	0	0	0	NA	NA	NA	224	447658	80.719315	1998.4733	503	46183	224	80.719315
apr001#1#classII	554946	0	0	0	NA	NA	NA	217	439684	79.23005	2026.1936	503	46183	217	79.23005
apr001#2#classII	523622	0	0	0	NA	NA	NA	216	404295	77.211235	1871.7361	501	46177	216	77.211235
apr002#1#classII	648599	0	0	0	NA	NA	NA	277	532091	82.03697	1920.9061	503	46182	277	82.03697
apr002#2#classII	542435	0	0	0	NA	NA	NA	209	418026	77.06472	2000.1244	504	46181	209	77.06472
apr003#1#classII	638045	0	0	0	NA	NA	NA	258	514632	80.65763	1994.6976	503	46165	258	80.65763
apr003#2#classII	555659	0	0	0	NA	NA	NA	217	433396	77.99676	1997.2166	503	46178	217	77.99676
apr004#1#classII	553765	0	0	0	NA	NA	NA	244	456496	82.43497	1870.8853	503	46111	244	82.43497
apr004#2#classII	523623	0	0	0	NA	NA	NA	216	404185	77.19008	1871.2268	502	46189	216	77.19008
apr005#1#classII	523620	0	0	0	NA	NA	NA	216	404170	77.18765	1871.1573	501	46179	216	77.18765
apr005#2#classII	523620	0	0	0	NA	NA	NA	216	404170	77.18765	1871.1573	501	46179	216	77.18765
apr006#1#classII	523609	0	0	0	NA	NA	NA	214	401316	76.64421	1875.3085	501	46179	214	76.64421
apr006#2#classII	554870	0	0	0	NA	NA	NA	225	454990	81.99939	2022.1777	503	46181	225	81.99939
apr007#1#classII	553762	0	0	0	NA	NA	NA	244	456500	82.436134	1870.9016	503	46111	244	82.436134
apr007#2#classII	553769	0	0	0	NA	NA	NA	243	455995	82.3439	1876.5226	503	46109	243	82.3439
apr008#1#classII	538265	0	0	0	NA	NA	NA	221	425056	78.9678	1923.3303	502	46112	221	78.9678
apr008#2#classII	523634	0	0	0	NA	NA	NA	215	403366	77.03205	1876.121	502	46183	215	77.03205
apr009#1#classII	648121	0	0	0	NA	NA	NA	272	519390	80.13782	1909.5221	503	46109	272	80.13782
apr009#2#classII	554966	0	0	0	NA	NA	NA	214	435015	78.38588	2032.7804	503	46175	214	78.38588
apr010#1#classII	648133	0	0	0	NA	NA	NA	274	518624	80.01814	1892.7883	503	46194	274	80.01814
apr010#2#classII	553803	0	0	0	NA	NA	NA	241	453045	81.80617	1879.8547	503	46181	241	81.80617
apr011#1#classII	522321	0	0	0	NA	NA	NA	211	412765	79.02516	1956.2322	502	46182	211	79.02516
apr011#2#classII	523627	0	0	0	NA	NA	NA	216	404801	77.30713	1874.0787	501	46182	216	77.30713
apr012#1#classII	523627	0	0	0	NA	NA	NA	216	404183	77.1891	1871.2177	501	46189	216	77.1891
apr012#2#classII	524469	0	0	0	NA	NA	NA	221	413260	78.79588	1869.9547	501	46180	221	78.79588
apr013#1#classII	554022	0	0	0	NA	NA	NA	223	444281	80.19194	1992.2915	503	46187	223	80.19194
apr013#2#classII	554408	0	0	0	NA	NA	NA	222	445184	80.29899	2005.3334	503	46175	222	80.29899
apr014#1#classII	523583	0	0	0	NA	NA	NA	216	404523	77.26053	1872.7916	501	46185	216	77.26053
apr014#2#classII	529543	0	0	0	NA	NA	NA	205	402136	75.9402	1961.639	503	46184	205	75.9402
apr015#1#classII	523553	0	0	0	NA	NA	NA	216	404491	77.25884	1872.6436	501	46106	216	77.25884
apr015#2#classII	523553	0	0	0	NA	NA	NA	216	404491	77.25884	1872.6436	501	46106	216	77.25884
apr016#1#classII	554970	0	0	0	NA	NA	NA	215	438707	79.05058	2040.4977	503	46179	215	79.05058
apr016#2#classII	522188	0	0	0	NA	NA	NA	213	413133	79.11576	1939.5916	502	46183	213	79.11576
apr018#1#classII	466849	0	0	0	NA	NA	NA	168	347372	74.40778	2067.6904	503	46180	168	74.40778
apr018#2#classII	542417	0	0	0	NA	NA	NA	208	418077	77.076675	2009.9856	504	46181	208	77.076675
apr019#1#classII	637381	0	0	0	NA	NA	NA	256	509054	79.866516	1988.4922	503	46181	256	79.866516
apr019#2#classII	542908	0	0	0	NA	NA	NA	209	422931	77.90105	2023.5933	504	46107	209	77.90105
apr020#1#classII	554953	0	0	0	NA	NA	NA	211	434067	78.216896	2057.1895	503	46176	211	78.216896
apr020#2#classII	524990	0	0	0	NA	NA	NA	224	412858	78.64111	1843.1161	501	46181	224	78.64111
apr021#1#classII	523330	0	0	0	NA	NA	NA	208	408312	78.0219	1963.0385	501	46175	208	78.0219
apr021#2#classII	524433	0	0	0	NA	NA	NA	221	412793	78.71225	1867.8417	501	46179	221	78.71225
apr022#1#classII	554959	0	0	0	NA	NA	NA	216	440001	79.28532	2037.0416	503	46181	216	79.28532
apr022#2#classII	523627	0	0	0	NA	NA	NA	215	403620	77.08159	1877.3024	502	46189	215	77.08159
apr023#1#classII	553928	0	0	0	NA	NA	NA	242	455438	82.21971	1881.9752	503	46105	242	82.21971
apr023#2#classII	469254	0	0	0	NA	NA	NA	171	358492	76.39615	2096.4443	503	46107	171	76.39615
apr024#1#classII	555266	0	0	0	NA	NA	NA	230	457016	82.30578	1987.0261	503	46179	230	82.30578
apr024#2#classII	555148	0	0	0	NA	NA	NA	217	441101	79.45647	2032.7235	503	46181	217	79.45647
apr025#1#classII	541960	0	0	0	NA	NA	NA	204	422641	77.9838	2071.7695	504	46178	204	77.9838
apr025#2#classII	640007	0	0	0	NA	NA	NA	273	510396	79.748505	1869.5824	502	46181	273	79.748505
apr026#1#classII	647659	0	0	0	NA	NA	NA	279	530727	81.945435	1902.2473	503	46179	279	81.945435
apr026#2#classII	637385	0	0	0	NA	NA	NA	256	508923	79.84546	1987.9805	503	46175	256	79.84546
apr027#1#classII	648005	0	0	0	NA	NA	NA	276	523211	80.74181	1895.692	503	46184	276	80.74181
apr027#2#classII	536803	0	0	0	NA	NA	NA	219	417678	77.80843	1907.2054	502	46182	219	77.80843
apr029#1#classII	647613	0	0	0	NA	NA	NA	278	529798	81.80781	1905.7482	503	46176	278	81.80781
apr029#2#classII	523622	0	0	0	NA	NA	NA	216	404421	77.2353	1872.3195	501	46179	216	77.2353
apr030#1#classII	531698	0	0	0	NA	NA	NA	209	414872	78.027756	1985.0334	503	46178	209	78.027756
apr030#2#classII	542423	0	0	0	NA	NA	NA	209	418182	77.095184	2000.8708	504	46178	209	77.095184
apr031#1#classII	537582	0	0	0	NA	NA	NA	224	424563	78.97642	1895.3705	502	46182	224	78.97642
apr031#2#classII	555176	0	0	0	NA	NA	NA	215	441074	79.4476	2051.507	503	46176	215	79.4476
apr032#1#classII	647207	0	0	0	NA	NA	NA	273	524760	81.0807	1922.1978	503	46176	273	81.0807
apr032#2#classII	648143	0	0	0	NA	NA	NA	277	523187	80.720924	1888.7617	501	46196	277	80.720924
apr033#1#classII	533529	0	0	0	NA	NA	NA	204	405999	76.09689	1990.1912	503	46191	204	76.09689
apr033#2#classII	536260	0	0	0	NA	NA	NA	218	421096	78.5246	1931.633	502	46178	218	78.5246
apr034#1#classII	536603	0	0	0	NA	NA	NA	214	419321	78.143616	1959.444	502	46186	214	78.143616
apr034#2#classII	522196	0	0	0	NA	NA	NA	213	413129	79.113785	1939.5728	502	46182	213	79.113785
apr035#1#classII	529464	0	0	0	NA	NA	NA	212	401501	75.8316	1893.8727	503	46179	212	75.8316
apr035#2#classII	528602	0	0	0	NA	NA	NA	216	409851	77.5349	1897.4584	502	46103	216	77.5349
apr036#1#classII	525222	0	0	0	NA	NA	NA	212	412655	78.567726	1946.4858	502	46109	212	78.567726
apr036#2#classII	529575	0	0	0	NA	NA	NA	214	406664	76.790634	1900.2991	503	46107	214	76.790634
apr037#1#classII	537040	0	0	0	NA	NA	NA	222	429362	79.94972	1934.0631	502	46180	222	79.94972
apr037#2#classII	553785	0	0	0	NA	NA	NA	243	456066	82.35434	1876.8148	503	46179	243	82.35434
apr038#1#classII	536551	0	0	0	NA	NA	NA	215	409637	76.34633	1905.2883	502	46182	215	76.34633
apr038#2#classII	528379	0	0	0	NA	NA	NA	211	399888	75.68204	1895.2037	503	46181	211	75.68204
apr039#1#classII	554935	0	0	0	NA	NA	NA	216	439862	79.263695	2036.3982	503	46183	216	79.263695
apr039#2#classII	536974	0	0	0	NA	NA	NA	219	420680	78.34271	1920.9132	502	46181	219	78.34271
apr040#1#classII	555299	0	0	0	NA	NA	NA	235	456494	82.20689	1942.5277	503	46181	235	82.20689
apr040#2#classII	552905	0	0	0	NA	NA	NA	234	445235	80.52649	1902.7136	503	46183	234	80.52649
apr041#1#classII	528437	0	0	0	NA	NA	NA	204	402072	76.08703	1970.9412	501	46179	204	76.08703
apr041#2#classII	553763	0	0	0	NA	NA	NA	244	456498	82.43562	1870.8934	503	46111	244	82.43562
apr042#1#classII	527197	0	0	0	NA	NA	NA	211	400866	76.03723	1899.8389	501	46184	211	76.03723
apr042#2#classII	529420	0	0	0	NA	NA	NA	202	407931	77.05244	2019.4604	502	46184	202	77.05244
apr043#1#classII	529472	0	0	0	NA	NA	NA	202	408004	77.058655	2019.8218	502	46181	202	77.058655
apr043#2#classII	648773	0	0	0	NA	NA	NA	281	529418	81.60297	1884.0498	503	46097	281	81.60297
apr044#1#classII	555396	0	0	0	NA	NA	NA	227	448978	80.83926	1977.8767	503	46180	227	80.83926
apr044#2#classII	523188	0	0	0	NA	NA	NA	211	411274	78.60922	1949.1659	501	46180	211	78.60922
apr045#1#classII	529469	0	0	0	NA	NA	NA	201	407464	76.9571	2027.1841	502	46181	201	76.9571
apr045#2#classII	639515	0	0	0	NA	NA	NA	260	520011	81.31334	2000.0424	501	46178	260	81.31334
apr046#1#classII	528016	0	0	0	NA	NA	NA	201	398820	75.5318	1984.1791	503	46177	201	75.5318
apr046#2#classII	530884	0	0	0	NA	NA	NA	200	391373	73.721	1956.865	503	46179	200	73.721
apr047#1#classII	639543	0	0	0	NA	NA	NA	259	519541	81.23629	2005.9498	501	46184	259	81.23629
apr047#2#classII	554042	0	0	0	NA	NA	NA	221	443262	80.00513	2005.7104	503	46180	221	80.00513
apr048#1#classII	554131	0	0	0	NA	NA	NA	221	443275	79.99462	2005.7693	503	46182	221	79.99462
apr048#2#classII	554955	0	0	0	NA	NA	NA	215	439129	79.12876	2042.4604	503	46179	215	79.12876
apr049#1#classII	554911	0	0	0	NA	NA	NA	215	439273	79.16098	2043.1302	503	46182	215	79.16098
apr049#2#classII	556060	0	0	0	NA	NA	NA	215	437726	78.7192	2035.9349	503	46179	215	78.7192
apr050#1#classII	639308	0	0	0	NA	NA	NA	256	514714	80.511116	2010.6016	503	46178	256	80.511116
apr050#2#classII	525586	0	0	0	NA	NA	NA	224	412834	78.54737	1843.0089	501	46173	224	78.54737
apr051#1#classII	553524	0	0	0	NA	NA	NA	233	444631	80.327324	1908.2876	503	46179	233	80.327324
apr051#2#classII	532616	0	0	0	NA	NA	NA	191	394026	73.97938	2062.9634	503	46186	191	73.97938
apr52#1#classII	647867	0	0	0	NA	NA	NA	278	537825	83.014725	1934.6223	503	46179	278	83.014725
apr52#2#classII	637991	0	0	0	NA	NA	NA	260	516902	81.02026	1988.0846	503	46191	260	81.02026
chm13#0#classII	522175	0	0	0	NA	NA	NA	214	414169	79.31613	1935.3691	501	46092	214	79.31613
