sample	haplotype	contig	contig_len	start	end	strand	piece_len	mhc_covered_bp	mhc_covered_frac	n_pieces	anchors	query	cohort
HG02841	2	HG02841#2#JBJKOH010000051.1		28480911	33779808	+	5298898	5169604	0.9998	1	10072	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG02841	1	HG02841#1#JBJKOG010000054.1		28472700	33602015	+	5129316	5169683	0.9999	1	9899	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG02886	2	HG02886#2#CM088127.1		28408235	33704386	+	5296152	5170153	0.9999	1	9672	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG02886	1	HG02886#1#CM088086.1		28449049	33579727	+	5130679	5170153	0.9999	1	9548	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG02922	1	HG02922#1#JBHDVO010000050.1		28463778	33607859	+	5144082	5169788	0.9999	1	10109	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG02922	2	HG02922#2#JBHDVP010000048.1		28393533	33529937	+	5136405	5169604	0.9998	1	9181	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG02965	1	HG02965#1#CM087346.1		28413853	33616010	+	5202158	5169788	0.9999	1	9154	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG02965	2	HG02965#2#CM087389.1		28497212	33562374	+	5065163	5169788	0.9999	1	9982	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG02976	1	HG02976#1#JBHDVW010000052.1		28458918	33596444	+	5137527	5169604	0.9998	1	11252	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG02976	2	HG02976#2#JBHDVX010000061.1		28449910	33601091	+	5151182	5169788	0.9999	1	9893	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG02984	2	HG02984#2#CM098805.1		28288416	33435352	+	5146937	5169604	0.9998	1	9275	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG02984	1	HG02984#1#CM098791.1		28424082	33554288	+	5130207	5169604	0.9998	1	10239	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03017	2	HG03017#2#CM088928.1		28386890	33518406	+	5131517	5169788	0.9999	1	10506	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03017	1	HG03017#1#CM088912.1		28366322	33354914	+	4988593	5169788	0.9999	1	9963	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03041	2	HG03041#2#JBHIHR010000035.1		28469379	33626082	+	5156704	5169788	0.9999	1	10359	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03041	1	HG03041#1#JBHIHQ010000010.1		28523162	33664914	+	5141753	5169788	0.9999	1	9333	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03050	2	HG03050#2#CM098777.1		28436251	33634749	+	5198499	5169788	0.9999	1	9223	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03050	1	HG03050#1#CM098763.1		28357910	33541888	+	5183979	5169788	0.9999	1	9704	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03098	2	HG03098#2#CM092219.1		28417176	33625650	+	5208475	5169788	0.9999	1	9386	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03098	1	HG03098#1#CM092231.1		28431361	33758681	+	5327321	5169788	0.9999	1	9300	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03130	1	HG03130#1#JBHDWI010000052.1		28368259	33497302	+	5129044	5169788	0.9999	1	10264	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03130	2	HG03130#2#JBHDWJ010000015.1		28300492	33501344	+	5200853	5169788	0.9999	1	9488	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03139	1	HG03139#1#JBIEBX010000038.1		1708286	6750584	+	5042299	5169683	0.9999	1	10018	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03139	2	HG03139#2#JBIEBY010000006.1		1675799	6810645	+	5134847	5170153	0.9999	1	10991	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03195	1	HG03195#1#JBHDVU010000053.1		28475373	33604548	+	5129176	5169788	0.9999	1	10250	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03195	2	HG03195#2#JBHDVV010000014.1		28451324	33606358	+	5155035	5169788	0.9999	1	10783	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03209	1	HG03209#1#CM087213.1		28462168	33702122	+	5239955	5169788	0.9999	1	9697	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03209	2	HG03209#2#CM087231.1		28521401	33595827	+	5074427	5169788	0.9999	1	9619	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03225	1	HG03225#1#CM089301.1		28387857	33521155	+	5133299	5169788	0.9999	1	9731	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03225	2	HG03225#2#CM089317.1		28460302	33665041	+	5204740	5169788	0.9999	1	9653	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03239	2	HG03239#2#CM088761.1		28289569	33563315	+	5273747	5169788	0.9999	1	10278	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03239	1	HG03239#1#CM088748.1		28379983	33543593	+	5163611	5169604	0.9998	1	9529	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03270	1	HG03270#1#CM089901.1		28457303	33619918	+	5162616	5169788	0.9999	1	11721	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03270	2	HG03270#2#CM089913.1		28461664	33600109	+	5138446	5169049	0.9997	1	9793	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03369	1	HG03369#1#CM094384.1		28448143	33595830	+	5147688	5169788	0.9999	1	10828	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03369	2	HG03369#2#CM094359.1		28412805	33626591	+	5213787	5169788	0.9999	1	9455	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03453	2	HG03453#2#JAGYVV020000081.1		28470880	33567163	+	5096284	5169683	0.9999	1	10301	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03453	1	HG03453#1#JAGYVW020000075.1		28403120	33611389	+	5208270	5169604	0.9998	1	9524	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03470	1	HG03470#1#CM091822.1		28475508	33736647	+	5261140	5169788	0.9999	1	9949	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03470	2	HG03470#2#CM091870.1		28404010	33497478	+	5093469	5169788	0.9999	1	9643	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03471	1	HG03471#1#CM087523.1		28468339	33683868	+	5215530	5169604	0.9998	1	9408	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03471	2	HG03471#2#CM087546.1		28512656	33707046	+	5194391	5170153	0.9999	1	9011	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03486	2	HG03486#2#CM091960.1		28459830	33596099	+	5136270	5169788	0.9999	1	10172	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03486	1	HG03486#1#CM091974.1		28459101	33585338	+	5126238	5170153	0.9999	1	10365	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03516	2	HG03516#2#JAGYYT020000030.1		28478688	33696340	+	5217653	5169604	0.9998	1	9356	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03516	1	HG03516#1#JAGYYS020000049.1		28451043	33589535	+	5138493	5169788	0.9999	1	9958	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03521	1	HG03521#1#JBIREF010000004.1		28517918	33642180	+	5124263	5169604	0.9998	1	9970	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03521	2	HG03521#2#JBIREG010000058.1		28429727	33569421	+	5139695	5169788	0.9999	1	9968	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03540	2	HG03540#2#CM088063.1		28474762	33566125	+	5091364	5170153	0.9999	1	9489	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03540	1	HG03540#1#CM088050.1		28448847	33686414	+	5237568	5169788	0.9999	1	9685	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03579	2	HG03579#2#CM089288.1		28450187	33638583	+	5188397	5169788	0.9999	1	9477	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03579	1	HG03579#1#CM088945.1		28415698	33501766	+	5086069	5169788	0.9999	1	9592	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03583	1	HG03583#1#CM089881.1		28309910	33645117	+	5335208	5170153	0.9999	1	9105	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03583	2	HG03583#2#CM089891.1		28443100	33514916	+	5071817	5169788	0.9999	1	10694	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03654	2	HG03654#2#JBHDTO010000045.1		28372677	33498093	+	5125417	5169604	0.9998	1	9816	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03654	1	HG03654#1#CM086836.1		28373117	33516554	+	5143438	5169604	0.9998	1	9787	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03669	2	HG03669#2#JBHDTE010000046.1		28389062	33618253	+	5229192	5169604	0.9998	1	9905	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03669	1	HG03669#1#JBHDTD010000072.1		28410266	33591784	+	5181519	5169788	0.9999	1	10168	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03688	2	HG03688#2#JBHDTK010000054.1		28442317	33604941	+	5162625	5169788	0.9999	1	10838	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03688	1	HG03688#1#JBHDTJ010000054.1		28390921	33637286	+	5246366	5169788	0.9999	1	9957	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03704	2	HG03704#2#CM086190.1		28367307	33613199	+	5245893	5169788	0.9999	1	10041	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03704	1	HG03704#1#JBHDRL010000035.1		28385510	33544273	+	5158764	5169788	0.9999	1	9996	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03710	2	HG03710#2#CM086882.1		28406463	33546644	+	5140182	5169788	0.9999	1	10661	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03710	1	HG03710#1#CM086869.1		28406453	33664140	+	5257688	5169788	0.9999	1	10260	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03742	1	HG03742#1#CM087628.1		28422273	33665592	+	5243320	5169788	0.9999	1	10638	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03742	2	HG03742#2#JBHDXM010000003.1		28462365	33593791	+	5131427	5169788	0.9999	1	10293	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03784	1	HG03784#1#CM094174.1		28377153	33515338	+	5138186	5169788	0.9999	1	9783	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03784	2	HG03784#2#CM094203.1		28433118	33600593	+	5167476	5169788	0.9999	1	10107	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03804	2	HG03804#2#CM088379.1		28362365	33467265	+	5104901	5169788	0.9999	1	10942	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03804	1	HG03804#1#CM088331.1		28384562	33565798	+	5181237	5169788	0.9999	1	10426	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03816	2	HG03816#2#JBJXWG010000046.1		28406441	33636019	+	5229579	5169788	0.9999	1	9829	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03816	1	HG03816#1#JBJXWF010000049.1		28427684	33714593	+	5286910	5169788	0.9999	1	10028	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03831	2	HG03831#2#JBHDSO010000065.1		28430318	33704666	+	5274349	5169788	0.9999	1	10209	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03831	1	HG03831#1#JBHDSN010000045.1		28374864	33602539	+	5227676	5169788	0.9999	1	10200	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03834	2	HG03834#2#CM085813.1		28455324	33598071	+	5142748	5169788	0.9999	1	10471	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03834	1	HG03834#1#CM085797.1		28395320	33703328	+	5308009	5169788	0.9999	1	9897	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03874	1	HG03874#1#CM089432.1		28353581	33507962	+	5154382	5169788	0.9999	1	10102	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03874	2	HG03874#2#CM089475.1		28434562	33680043	+	5245482	5169788	0.9999	1	10105	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03927	2	HG03927#2#CM086659.1		28395712	33710667	+	5314956	5169788	0.9999	1	9712	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03927	1	HG03927#1#CM086636.1		28465203	33551033	+	5085831	5169788	0.9999	1	10100	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03942	2	HG03942#2#CM088404.1		29036351	34210946	+	5174596	5169788	0.9999	1	10504	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG03942	1	HG03942#1#CM088393.1		28271517	33427607	+	5156091	5169788	0.9999	1	10853	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04115	2	HG04115#2#JBHDTG010000049.1		28423339	33670470	+	5247132	5170153	0.9999	1	9612	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04115	1	HG04115#1#JBHDTF010000057.1		28438850	33586926	+	5148077	5169788	0.9999	1	10388	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04157	2	HG04157#2#CM088438.1		28355512	33488875	+	5133364	5169788	0.9999	1	9885	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04157	1	HG04157#1#CM088414.1		28397949	33735050	+	5337102	5169788	0.9999	1	9277	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04160	2	HG04160#2#JBHIGX010000055.1		28422741	33644744	+	5222004	5169604	0.9998	1	10792	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04160	1	HG04160#1#JBHIGW010000016.1		28356435	33564314	+	5207880	5169604	0.9998	1	9659	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04184	2	HG04184#2#CM086472.1		28433511	33770331	+	5336821	5169788	0.9999	1	9653	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04184	1	HG04184#1#CM086460.1		28371226	33616523	+	5245298	5169788	0.9999	1	9764	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04187	2	HG04187#2#CM099756.1		28400738	33533288	+	5132551	5169788	0.9999	1	10121	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04187	1	HG04187#1#CM099742.1		28415864	33609347	+	5193484	5169788	0.9999	1	10327	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04199	2	HG04199#2#JBHDTI010000015.1		28378462	33549536	+	5171075	5169788	0.9999	1	12499	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04199	1	HG04199#1#JBHDTH010000059.1		28382492	33668076	+	5285585	5169788	0.9999	1	9637	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04204	2	HG04204#2#JBHIGZ010000014.1		28378310	33624751	+	5246442	5169788	0.9999	1	9678	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04204	1	HG04204#1#JBHIGY010000015.1		28376780	33510758	+	5133979	5169788	0.9999	1	10860	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04228	2	HG04228#2#CM088508.1		28466048	33622943	+	5156896	5169788	0.9999	1	10872	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG04228	1	HG04228#1#CM088480.1		28407255	33566968	+	5159714	5169788	0.9999	1	11855	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG06807	2	HG06807#2#CM101434.1		28441503	33631596	+	5190094	5169788	0.9999	1	10053	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
HG06807	1	HG06807#1#CM101400.1		28463683	33619551	+	5155869	5169788	0.9999	1	10360	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA18505	1	NA18505#1#JBHIJY010000048.1		28445967	33542979	+	5097013	5169788	0.9999	1	9586	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA18505	2	NA18505#2#JBHIJZ010000041.1		28452551	33607869	+	5155319	5169788	0.9999	1	11113	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA18508	1	NA18508#1#CM089650.1		28440826	33645342	+	5204517	5169788	0.9999	1	9620	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA18508	2	NA18508#2#JBHIJH010000001.1		28282775	33492562	+	5209788	5169788	0.9999	1	9170	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA18522	1	NA18522#1#CM087176.1		28457728	33607889	+	5150162	5169604	0.9998	1	10230	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA18522	2	NA18522#2#CM087191.1		28461290	33621227	+	5159938	5169788	0.9999	1	10346	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA18565	1	NA18565#1#CM094320.1		28406009	33589453	+	5183445	5169788	0.9999	1	10400	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-EastAsian
NA18565	2	NA18565#2#CM094342.1		28359389	33490962	+	5131574	5169788	0.9999	1	9832	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-EastAsian
NA18570	1	NA18570#1#CM087659.1		28377747	33503647	+	5125901	5169788	0.9999	1	10579	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-EastAsian
NA18570	2	NA18570#2#JBHDXO010000039.1		12253641	17492124	+	5238484	5170153	0.9999	1	10420	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-EastAsian
NA18608	1	NA18608#1#JBHIJW010000005.1		28379380	33466928	+	5087549	5169788	0.9999	1	9919	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-EastAsian
NA18608	2	NA18608#2#JBHIJX010000014.1		28375523	33585552	+	5210030	5169788	0.9999	1	10099	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-EastAsian
NA18620	1	NA18620#1#JBHIJU010000014.1		28371273	33496778	+	5125506	5169788	0.9999	1	9777	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-EastAsian
NA18620	2	NA18620#2#JBHIJV010000064.1		28361084	33404871	+	5043788	5169604	0.9998	1	9772	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-EastAsian
NA18747	1	NA18747#1#CM087202.1		28424227	33559019	+	5134793	5169604	0.9998	1	9975	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-EastAsian
NA18747	2	NA18747#2#CM087242.1		28408784	33568848	+	5160065	5169788	0.9999	1	10794	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-EastAsian
NA18879	1	NA18879#1#CM099716.1		28474558	33526652	+	5052095	5169788	0.9999	1	9031	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA18879	2	NA18879#2#JBJUVN010000057.1		28495776	33652599	+	5156824	5169788	0.9999	1	9872	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA18906	2	NA18906#2#JAHEON020000009.1		28400633	33549040	+	5148408	5169788	0.9999	1	9980	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA18906	1	NA18906#1#JAHEOO020000008.1		28476372	33613648	+	5137277	5169788	0.9999	1	9799	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA18940	1	NA18940#1#CM101704.1		28361445	33495650	+	5134206	5169788	0.9999	1	10479	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18940	2	NA18940#2#CM101718.1		28384276	33404776	+	5020501	5169360	0.9998	1	10140	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18943	1	NA18943#1#CM101660.1		28426731	33491938	+	5065208	5169788	0.9999	1	10326	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18943	2	NA18943#2#CM101689.1		28413016	33476747	+	5063732	5169604	0.9998	1	9917	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18944	1	NA18944#1#CM101645.1		28385561	33526630	+	5141070	5170153	0.9999	1	10105	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18944	2	NA18944#2#CM101674.1		28358440	33385619	+	5027180	5170153	0.9999	1	10540	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18945	1	NA18945#1#CM101613.1		28368965	33555846	+	5186882	5169788	0.9999	1	10387	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18945	2	NA18945#2#CM101630.1		28394844	33694406	+	5299563	5170153	0.9999	1	10021	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18948	1	NA18948#1#CM101600.1		28387406	33694585	+	5307180	5169788	0.9999	1	9714	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18948	2	NA18948#2#CM101588.1		28449833	33675773	+	5225941	5169604	0.9998	1	11174	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18952	1	NA18952#1#JBHIJS010000065.1		28372748	33544581	+	5171834	5169604	0.9998	1	11816	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18952	2	NA18952#2#JBHIJT010000011.1		27989065	33294169	+	5305105	5169788	0.9999	1	9965	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18959	1	NA18959#1#CM101546.1		28370803	33504249	+	5133447	5169788	0.9999	1	10346	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18959	2	NA18959#2#CM101574.1		28371257	33493892	+	5122636	5169604	0.9998	1	10622	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18960	1	NA18960#1#CM101531.1		28387298	33581139	+	5193842	5169788	0.9999	1	10075	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18960	2	NA18960#2#CM101559.1		28352755	33558459	+	5205705	5170153	0.9999	1	9985	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18967	1	NA18967#1#CM101498.1		28415274	33499907	+	5084634	5169788	0.9999	1	10794	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18967	2	NA18967#2#JBKABX010000006.1		28395404	33553508	+	5158105	5170153	0.9999	1	10161	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18970	1	NA18970#1#CM101469.1		28338191	33472849	+	5134659	5169788	0.9999	1	10092	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18970	2	NA18970#2#CM101481.1		28437781	33628491	+	5190711	5169788	0.9999	1	10157	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18971	1	NA18971#1#JBHDWK010000075.1		28353861	33541047	+	5187187	5170153	0.9999	1	10151	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18971	2	NA18971#2#CM087282.1		28370956	33557710	+	5186755	5170153	0.9999	1	10031	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18974	1	NA18974#1#JBHIJQ010000061.1		28438445	33702152	+	5263708	5170153	0.9999	1	9979	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18974	2	NA18974#2#JBHIJR010000002.1		28446464	33624399	+	5177936	5170153	0.9999	1	10908	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18976	1	NA18976#1#CM089753.1		28424712	33611473	+	5186762	5169788	0.9999	1	10355	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18976	2	NA18976#2#CM089763.1		28447335	33634097	+	5186763	5169788	0.9999	1	10303	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18982	1	NA18982#1#CM101421.1		28415467	33548909	+	5133443	5169788	0.9999	1	10352	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18982	2	NA18982#2#JBKABT010000006.1		28433660	33435400	+	5001741	5169788	0.9999	1	10772	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18983	1	NA18983#1#CM087420.1		28378465	33528221	+	5149757	5169604	0.9998	1	9945	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA18983	2	NA18983#2#CM087432.1		28420692	33672818	+	5252127	5170153	0.9999	1	10115	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA19036	1	NA19036#1#JBHIJM010000039.1		28463923	33608059	+	5144137	5169788	0.9999	1	9509	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA19036	2	NA19036#2#CM089740.1		28304850	33443783	+	5138934	5169788	0.9999	1	9953	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA19043	1	NA19043#1#CM087046.1		28457117	33603533	+	5146417	5169788	0.9999	1	9909	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA19043	2	NA19043#2#CM087072.1		28298892	33447476	+	5148585	5169788	0.9999	1	9986	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA19087	1	NA19087#1#CM087696.1		28331338	33576082	+	5244745	5169604	0.9998	1	9866	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA19087	2	NA19087#2#JBHDXQ010000012.1		23681967	28867579	+	5185613	5169788	0.9999	1	10259	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Japanese
NA19159	1	NA19159#1#JBJXQL010000007.1		28425942	33548809	+	5122868	5169788	0.9999	1	10325	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA19159	2	NA19159#2#JBJXQM010000009.1		28479051	33767425	+	5288375	5169604	0.9998	1	9896	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA19185	1	NA19185#1#CM087724.1		28452686	33600537	+	5147852	5169788	0.9999	1	10122	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA19185	2	NA19185#2#CM087740.1		28365127	33559133	+	5194007	5169788	0.9999	1	9164	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA19240	2	NA19240#2#CM099616.1		28279408	33546879	+	5267472	5169788	0.9999	1	9676	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA19240	1	NA19240#1#JAHEOM020000002.1		28462857	33656907	+	5194051	5169788	0.9999	1	9254	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA19338	1	NA19338#1#CM087758.1		28448969	33579906	+	5130938	5169788	0.9999	1	10096	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA19338	2	NA19338#2#CM087775.1		28453026	33605437	+	5152412	5169604	0.9998	1	10595	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
NA19391	1	NA19391#1#CM087790.1		28288674	33392322	+	5103649	5169604	0.9998	1	9918	MHC_GRCh38#0#chr6:28410120-33580577	HPRC-Rest
