name	cohort	sample	haplotype	contig	start	end	strand	length
HG01952#2#classII	HPRC-Rest	HG01952	2	HG01952#2#CM087999.1:28438146-33670995	3987740	4626546	+	638807
HG01960#1#classII	HPRC-Rest	HG01960	1	HG01960#1#JBHIHM010000013.1:28299727-33553963	3999612	4647644	+	648033
HG01960#2#classII	HPRC-Rest	HG01960	2	HG01960#2#JBHIHN010000011.1:28515170-33644789	3993585	4522776	+	529192
HG01969#1#classII	HPRC-Rest	HG01969	1	HG01969#1#CM088687.1:28438493-33684979	3992131	4640709	+	648579
HG01969#2#classII	HPRC-Rest	HG01969	2	HG01969#2#CM088699.1:28424697-33581502	4013412	4549891	+	536480
HG01975#1#classII	HPRC-Rest	HG01975	1	HG01975#1#JBJUVS010000062.1:28446168-33791199	4100608	4739403	+	638796
HG01975#2#classII	HPRC-Rest	HG01975	2	HG01975#2#CM099812.1:28391516-33619784	3982508	4621923	+	639416
HG01978#1#classII	HPRC-Rest	HG01978	1	HG01978#1#CM089247.1:28385214-33602216	4061553	4610645	+	549093
HG01978#2#classII	HPRC-Rest	HG01978	2	HG01978#2#CM089273.1:28354032-33630223	4029480	4669889	+	640410
HG01981#1#classII	HPRC-Rest	HG01981	1	HG01981#1#JBHDRV010000009.1:28410315-33655950	4000292	4639062	+	638771
HG01981#2#classII	HPRC-Rest	HG01981	2	HG01981#2#JBHDRW010000010.1:28410780-33681446	4025469	4664245	+	638777
HG01993#1#classII	HPRC-Rest	HG01993	1	HG01993#1#JBHDSL010000047.1:28406826-33615858	4053633	4602588	+	548956
HG01993#2#classII	HPRC-Rest	HG01993	2	HG01993#2#JBHDSM010000062.1:28431770-33594269	4019198	4555620	+	536423
HG02004#1#classII	HPRC-Rest	HG02004	1	HG02004#1#JBHDRT010000003.1:28425702-33656904	3985198	4624735	+	639538
HG02004#2#classII	HPRC-Rest	HG02004	2	HG02004#2#JBHDRU010000054.1:28359862-33635123	4029100	4669424	+	640325
HG02055#1#classII	HPRC-Rest	HG02055	1	HG02055#1#JAHEPK020000065.1:28422841-33550861	4059973	4521358	+	461386
HG02055#2#classII	HPRC-Rest	HG02055	2	HG02055#2#JAHEPJ020000062.1:28297948-33346879	3919764	4444846	+	525083
HG02109#1#classII	HPRC-Rest	HG02109	1	HG02109#1#CM092161.1:28294553-33395631	3961753	4491630	+	529878
HG02109#2#classII	HPRC-Rest	HG02109	2	HG02109#2#CM092147.1:28420239-33580817	4092467	4557422	+	464956
HG02145#1#classII	HPRC-Rest	HG02145	1	HG02145#1#CM099672.1:28303733-33469758	4009223	4561963	+	552741
HG02145#2#classII	HPRC-Rest	HG02145	2	HG02145#2#CM099657.1:28376784-33593129	4076806	4609614	+	532809
HG02148#1#classII	HPRC-Rest	HG02148	1	HG02148#1#JAHAMG020000062.1:28379085-33505835	3989110	4520674	+	531565
HG02148#2#classII	HPRC-Rest	HG02148	2	HG02148#2#JAHAMF020000005.1:28427628-33536175	3976494	4501557	+	525064
HG02257#1#classII	HPRC-Rest	HG02257	1	HG02257#1#CM089221.1:28424772-33551966	3998109	4521028	+	522920
HG02257#2#classII	HPRC-Rest	HG02257	2	HG02257#2#CM089260.1:28471160-33602067	3988549	4526823	+	538275
HG02258#1#classII	HPRC-Rest	HG02258	1	HG02258#1#CM085826.1:28431405-33595237	4000119	4553947	+	553829
HG02258#2#classII	HPRC-Rest	HG02258	2	HG02258#2#CM085837.1:28401788-33525465	3963114	4516512	+	553399
HG02273#1#classII	HPRC-Rest	HG02273	1	HG02273#1#JBHDVQ010000050.1:28386453-33633535	4001577	4640681	+	639105
HG02273#2#classII	HPRC-Rest	HG02273	2	HG02273#2#CM087034.1:28375859-33514787	4002108	4532505	+	530398
HG02280#1#classII	HPRC-Rest	HG02280	1	HG02280#1#JBHDRR010000050.1:28462941-33680751	4081310	4609957	+	528648
HG02280#2#classII	HPRC-Rest	HG02280	2	HG02280#2#JBHDRS010000063.1:28438025-33473174	3890581	4428209	+	537629
HG02293#1#classII	HPRC-Rest	HG02293	1	HG02293#1#CM086249.1:28376541-33683950	4061382	4700921	+	639540
HG02293#2#classII	HPRC-Rest	HG02293	2	HG02293#2#CM086237.1:28436443-33671517	3990465	4628632	+	638168
HG02300#1#classII	HPRC-Rest	HG02300	1	HG02300#1#JBHDSD010000065.1:28384265-33632330	4002836	4641612	+	638777
HG02300#2#classII	HPRC-Rest	HG02300	2	HG02300#2#JBHDSE010000015.1:28383936-33525808	3896004	4535416	+	639413
HG02451#1#classII	HPRC-Rest	HG02451	1	HG02451#1#CM086202.1:28416438-33496141	3943401	4473225	+	529825
HG02451#2#classII	HPRC-Rest	HG02451	2	HG02451#2#CM086226.1:28455260-33610103	3992310	4546120	+	553811
HG02486#1#classII	HPRC-Rest	HG02486	1	HG02486#1#CM088195.1:28400032-33557891	3996228	4550014	+	553787
HG02486#2#classII	HPRC-Rest	HG02486	2	HG02486#2#CM088219.1:28305765-33500079	4060684	4590235	+	529552
HG02559#1#classII	HPRC-Rest	HG02559	1	HG02559#1#CM088234.1:28438650-33681676	3998654	4636091	+	637438
HG02559#2#classII	HPRC-Rest	HG02559	2	HG02559#2#CM088248.1:28392101-33544670	4015712	4544734	+	529023
HG02572#1#classII	HPRC-Rest	HG02572	1	HG02572#1#CM088155.1:28443542-33635020	4059249	4584550	+	525302
HG02572#2#classII	HPRC-Rest	HG02572	2	HG02572#2#CM088173.1:28510650-33610925	3963890	4493568	+	529679
HG02583#1#classII	HPRC-Rest	HG02583	1	HG02583#1#CM089490.1:28310454-33519991	4060269	4603121	+	542853
HG02583#2#classII	HPRC-Rest	HG02583	2	HG02583#2#JBHIIV010000002.1:28450971-33556797	3963323	4500939	+	537617
HG02602#1#classII	HPRC-Rest	HG02602	1	HG02602#1#CM099687.1:28473876-33718939	3990734	4638612	+	647879
HG02602#2#classII	HPRC-Rest	HG02602	2	HG02602#2#CM099701.1:28378684-33507166	3992389	4521598	+	529210
HG02615#1#classII	HPRC-Rest	HG02615	1	HG02615#1#JBHDSZ010000007.1:28292880-33505607	4076487	4607189	+	530703
HG02615#2#classII	HPRC-Rest	HG02615	2	HG02615#2#JBHDTA010000044.1:28450215-33517590	3930832	4460932	+	530101
HG02622#1#classII	HPRC-Rest	HG02622	1	HG02622#1#JAHAOO020000001.1:28509085-33851733	4088338	4735750	+	647413
HG02622#2#classII	HPRC-Rest	HG02622	2	HG02622#2#CM088099.1:28439700-33655942	3970478	4609418	+	638941
HG02630#1#classII	HPRC-Rest	HG02630	1	HG02630#1#CM091809.1:28389334-33629412	3990486	4634418	+	643933
HG02630#2#classII	HPRC-Rest	HG02630	2	HG02630#2#CM091740.1:28323618-33574655	4002657	4644525	+	641869
HG02647#1#classII	HPRC-Rest	HG02647	1	HG02647#1#CM086559.1:28392022-33525944	3995556	4528268	+	532713
HG02647#2#classII	HPRC-Rest	HG02647	2	HG02647#2#JBHDSQ010000039.1:28453965-33628541	3917298	4565889	+	648592
HG02668#1#classII	HPRC-Rest	HG02668	1	HG02668#1#JBHIIC010000010.1:28453356-33594908	4007504	4537455	+	529952
HG02668#2#classII	HPRC-Rest	HG02668	2	HG02668#2#JBHIID010000047.1:28501762-33634486	3995413	4526130	+	530718
HG02698#1#classII	HPRC-Rest	HG02698	1	HG02698#1#CM086825.1:28387663-33565022	4016375	4571117	+	554743
HG02698#2#classII	HPRC-Rest	HG02698	2	HG02698#2#CM086846.1:28436213-33571880	3999833	4529087	+	529255
HG02717#1#classII	HPRC-Rest	HG02717	1	HG02717#1#JAHAOS020000006.1:28453373-33608309	4016065	4546432	+	530368
HG02717#2#classII	HPRC-Rest	HG02717	2	HG02717#2#JAHAOR020000010.1:28390930-33657668	4019103	4660967	+	641865
HG02723#1#classII	HPRC-Rest	HG02723	1	HG02723#1#CM092031.1:28492941-33618283	3993629	4518626	+	524998
HG02723#2#classII	HPRC-Rest	HG02723	2	HG02723#2#JAHEOT020000028.1:24121290-29433497	4058853	4706228	+	647376
HG02735#1#classII	HPRC-Rest	HG02735	1	HG02735#1#JBHIII010000062.1:28453541-33709307	3999286	4646771	+	647486
HG02735#2#classII	HPRC-Rest	HG02735	2	HG02735#2#JBHIIJ010000060.1:28392355-33560534	4038164	4561779	+	523616
HG02738#1#classII	HPRC-Rest	HG02738	1	HG02738#1#JBJXQJ010000012.1:28448720-33571060	3991913	4516353	+	524441
HG02738#2#classII	HPRC-Rest	HG02738	2	HG02738#2#JBJXQK010000005.1:28378589-33465078	3956792	4480421	+	523630
HG02809#1#classII	HPRC-Rest	HG02809	1	HG02809#1#CM088345.1:28415797-33540379	3992851	4517846	+	524996
HG02809#2#classII	HPRC-Rest	HG02809	2	HG02809#2#CM088363.1:28447535-33684835	3992727	4630904	+	638178
HG02818#1#classII	HPRC-Rest	HG02818	1	HG02818#1#JAHEOS020000050.1:28390726-33610396	4080291	4613114	+	532824
HG02818#2#classII	HPRC-Rest	HG02818	2	HG02818#2#JAHEOR020000002.1:28395424-33521433	3992687	4519145	+	526459
HG02841#1#classII	HPRC-Rest	HG02841	1	HG02841#1#JBJKOG010000054.1:28472700-33602015	3991884	4523814	+	531931
HG02841#2#classII	HPRC-Rest	HG02841	2	HG02841#2#JBJKOH010000051.1:28480911-33779808	4053915	4692649	+	638735
HG02886#1#classII	HPRC-Rest	HG02886	1	HG02886#1#CM088086.1:28449049-33579727	3995002	4524561	+	529560
HG02886#2#classII	HPRC-Rest	HG02886	2	HG02886#2#CM088127.1:28408235-33704386	4044801	4686657	+	641857
HG02922#1#classII	HPRC-Rest	HG02922	1	HG02922#1#JBHDVO010000050.1:28463778-33607859	4007978	4538688	+	530711
HG02922#2#classII	HPRC-Rest	HG02922	2	HG02922#2#JBHDVP010000048.1:28393533-33529937	4064224	4529863	+	465640
HG02965#1#classII	HPRC-Rest	HG02965	1	HG02965#1#CM087346.1:28413853-33616010	4063750	4593302	+	529553
HG02965#2#classII	HPRC-Rest	HG02965	2	HG02965#2#CM087389.1:28497212-33562374	3992929	4458587	+	465659
HG02976#1#classII	HPRC-Rest	HG02976	1	HG02976#1#JBHDVW010000052.1:28458918-33596444	3977648	4531187	+	553540
HG02976#2#classII	HPRC-Rest	HG02976	2	HG02976#2#JBHDVX010000061.1:28449910-33601091	4014526	4544856	+	530331
HG02984#1#classII	HPRC-Rest	HG02984	1	HG02984#1#CM098791.1:28424082-33554288	3991137	4523395	+	532259
HG02984#2#classII	HPRC-Rest	HG02984	2	HG02984#2#CM098805.1:28288416-33435352	3997106	4540588	+	543483
HG03017#1#classII	HPRC-Rest	HG03017	1	HG03017#1#CM088912.1:28366322-33354914	3915853	4382396	+	466544
HG03017#2#classII	HPRC-Rest	HG03017	2	HG03017#2#CM088928.1:28386890-33518406	3971116	4525427	+	554312
HG03041#1#classII	HPRC-Rest	HG03041	1	HG03041#1#JBHIHQ010000010.1:28523162-33664914	4069521	4535183	+	465663
HG03041#2#classII	HPRC-Rest	HG03041	2	HG03041#2#JBHIHR010000035.1:28469379-33626082	3997557	4551421	+	553865
HG03050#1#classII	HPRC-Rest	HG03050	1	HG03050#1#CM098763.1:28357910-33541888	3935241	4577540	+	642300
HG03050#2#classII	HPRC-Rest	HG03050	2	HG03050#2#CM098777.1:28436251-33634749	4060324	4589873	+	529550
HG03098#1#classII	HPRC-Rest	HG03098	1	HG03098#1#CM092231.1:28431361-33758681	4077833	4720756	+	642924
HG03098#2#classII	HPRC-Rest	HG03098	2	HG03098#2#CM092219.1:28417176-33625650	3964189	4602906	+	638718
HG03130#1#classII	HPRC-Rest	HG03130	1	HG03130#1#JBHDWI010000052.1:28368259-33497302	3987333	4524957	+	537625
HG03130#2#classII	HPRC-Rest	HG03130	2	HG03130#2#JBHDWJ010000015.1:28300492-33501344	4061832	4595155	+	533324
HG03139#1#classII	HPRC-Rest	HG03139	1	HG03139#1#JBIEBX010000038.1:1708286-6750584	3967591	4433507	+	465917
HG03139#2#classII	HPRC-Rest	HG03139	2	HG03139#2#JBIEBY010000006.1:1675799-6810645	3988908	4529108	+	540201
HG03195#1#classII	HPRC-Rest	HG03195	1	HG03195#1#JBHDVU010000053.1:28475373-33604548	3987415	4525065	+	537651
HG03195#2#classII	HPRC-Rest	HG03195	2	HG03195#2#JBHDVV010000014.1:28451324-33606358	3995692	4549234	+	553543
HG03209#1#classII	HPRC-Rest	HG03209	1	HG03209#1#CM087213.1:28462168-33702122	3995501	4634204	+	638704
HG03209#2#classII	HPRC-Rest	HG03209	2	HG03209#2#CM087231.1:28521401-33595827	4003278	4472541	+	469264
HG03225#1#classII	HPRC-Rest	HG03225	1	HG03225#1#CM089301.1:28387857-33521155	3998986	4527595	+	528610
HG03225#2#classII	HPRC-Rest	HG03225	2	HG03225#2#CM089317.1:28460302-33665041	4061768	4598292	+	536525
HG03239#1#classII	HPRC-Rest	HG03239	1	HG03239#1#CM088748.1:28379983-33543593	3919151	4557396	+	638246
HG03239#2#classII	HPRC-Rest	HG03239	2	HG03239#2#CM088761.1:28289569-33563315	4019099	4667479	+	648381
HG03270#1#classII	HPRC-Rest	HG03270	1	HG03270#1#CM089901.1:28457303-33619918	4001910	4555452	+	553543
HG03270#2#classII	HPRC-Rest	HG03270	2	HG03270#2#CM089913.1:28461664-33600109	4002301	4531321	+	529021
HG03369#1#classII	HPRC-Rest	HG03369	1	HG03369#1#CM094384.1:28448143-33595830	4008236	4541261	+	533026
HG03369#2#classII	HPRC-Rest	HG03369	2	HG03369#2#CM094359.1:28412805-33626591	4076480	4609719	+	533240
HG03453#1#classII	HPRC-Rest	HG03453	1	HG03453#1#JAGYVW020000075.1:28403120-33611389	3960238	4602801	+	642564
HG03453#2#classII	HPRC-Rest	HG03453	2	HG03453#2#JAGYVV020000081.1:28470880-33567163	3964382	4489331	+	524950
HG03470#1#classII	HPRC-Rest	HG03470	1	HG03470#1#CM091822.1:28475508-33736647	4005553	4655671	+	650119
HG03470#2#classII	HPRC-Rest	HG03470	2	HG03470#2#CM091870.1:28404010-33497478	3952482	4489375	+	536894
HG03471#1#classII	HPRC-Rest	HG03471	1	HG03471#1#CM087523.1:28468339-33683868	3960462	4608659	+	648198
HG03471#2#classII	HPRC-Rest	HG03471	2	HG03471#2#CM087546.1:28512656-33707046	4060767	4590314	+	529548
HG03486#1#classII	HPRC-Rest	HG03486	1	HG03486#1#CM091974.1:28459101-33585338	3992605	4522156	+	529552
HG03486#2#classII	HPRC-Rest	HG03486	2	HG03486#2#CM091960.1:28459830-33596099	3997298	4527438	+	530141
HG03516#1#classII	HPRC-Rest	HG03516	1	HG03516#1#JAGYYS020000049.1:28451043-33589535	4002193	4532013	+	529821
HG03516#2#classII	HPRC-Rest	HG03516	2	HG03516#2#JAGYYT020000030.1:28478688-33696340	4077205	4610427	+	533223
HG03521#1#classII	HPRC-Rest	HG03521	1	HG03521#1#JBIREF010000004.1:28517918-33642180	3990097	4519344	+	529248
HG03521#2#classII	HPRC-Rest	HG03521	2	HG03521#2#JBIREG010000058.1:28429727-33569421	3991221	4531979	+	540759
HG03540#1#classII	HPRC-Rest	HG03540	1	HG03540#1#CM088050.1:28448847-33686414	4089470	4631510	+	542041
HG03540#2#classII	HPRC-Rest	HG03540	2	HG03540#2#CM088063.1:28474762-33566125	4018434	4485128	+	466695
HG03579#1#classII	HPRC-Rest	HG03579	1	HG03579#1#CM088945.1:28415698-33501766	3952452	4481995	+	529544
HG03579#2#classII	HPRC-Rest	HG03579	2	HG03579#2#CM089288.1:28450187-33638583	4049912	4579459	+	529548
HG03583#1#classII	HPRC-Rest	HG03583	1	HG03583#1#CM089881.1:28309910-33645117	4086250	4729502	+	643253
HG03583#2#classII	HPRC-Rest	HG03583	2	HG03583#2#CM089891.1:28443100-33514916	3994892	4467745	+	472854
HG03654#1#classII	HPRC-Rest	HG03654	1	HG03654#1#CM086836.1:28373117-33516554	4008213	4537199	+	528987
HG03654#2#classII	HPRC-Rest	HG03654	2	HG03654#2#JBHDTO010000045.1:28372677-33498093	3994632	4519104	+	524473
HG03669#1#classII	HPRC-Rest	HG03669	1	HG03669#1#JBHDTD010000072.1:28410266-33591784	4021120	4575153	+	554034
HG03669#2#classII	HPRC-Rest	HG03669	2	HG03669#2#JBHDTE010000046.1:28389062-33618253	3984715	4622696	+	637982
HG03688#1#classII	HPRC-Rest	HG03688	1	HG03688#1#JBHDTJ010000054.1:28390921-33637286	4002402	4640027	+	637626
HG03688#2#classII	HPRC-Rest	HG03688	2	HG03688#2#JBHDTK010000054.1:28442317-33604941	4001519	4556103	+	554585
HG03704#1#classII	HPRC-Rest	HG03704	1	HG03704#1#JBHDRL010000035.1:28385510-33544273	4020605	4552445	+	531841
HG03704#2#classII	HPRC-Rest	HG03704	2	HG03704#2#CM086190.1:28367307-33613199	3991778	4639667	+	647890
HG03710#1#classII	HPRC-Rest	HG03710	1	HG03710#1#CM086869.1:28406453-33664140	4002106	4650794	+	648689
HG03710#2#classII	HPRC-Rest	HG03710	2	HG03710#2#CM086882.1:28406463-33546644	4005857	4534093	+	528237
HG03742#1#classII	HPRC-Rest	HG03742	1	HG03742#1#CM087628.1:28422273-33665592	3997930	4636719	+	638790
HG03742#2#classII	HPRC-Rest	HG03742	2	HG03742#2#JBHDXM010000003.1:28462365-33593791	3982044	4524580	+	542537
HG03784#1#classII	HPRC-Rest	HG03784	1	HG03784#1#CM094174.1:28377153-33515338	4003768	4532190	+	528423
HG03784#2#classII	HPRC-Rest	HG03784	2	HG03784#2#CM094203.1:28433118-33600593	4032212	4560645	+	528434
HG03804#1#classII	HPRC-Rest	HG03804	1	HG03804#1#CM088331.1:28384562-33565798	4019310	4574235	+	554926
HG03804#2#classII	HPRC-Rest	HG03804	2	HG03804#2#CM088379.1:28362365-33467265	3943011	4498278	+	555268
HG03816#1#classII	HPRC-Rest	HG03816	1	HG03816#1#JBJXWF010000049.1:28427684-33714593	4031401	4680074	+	648674
HG03816#2#classII	HPRC-Rest	HG03816	2	HG03816#2#JBJXWG010000046.1:28406441-33636019	4086521	4623562	+	537042
HG03831#1#classII	HPRC-Rest	HG03831	1	HG03831#1#JBHDSN010000045.1:28374864-33602539	4065629	4621114	+	555486
HG03831#2#classII	HPRC-Rest	HG03831	2	HG03831#2#JBHDSO010000065.1:28430318-33704666	4113645	4667721	+	554077
HG03834#1#classII	HPRC-Rest	HG03834	1	HG03834#1#CM085797.1:28395320-33703328	4054286	4701908	+	647623
HG03834#2#classII	HPRC-Rest	HG03834	2	HG03834#2#CM085813.1:28455324-33598071	3999404	4536444	+	537041
HG03874#1#classII	HPRC-Rest	HG03874	1	HG03874#1#CM089432.1:28353581-33507962	4025525	4547835	+	522311
HG03874#2#classII	HPRC-Rest	HG03874	2	HG03874#2#CM089475.1:28434562-33680043	3991544	4639413	+	647870
HG03927#1#classII	HPRC-Rest	HG03927	1	HG03927#1#CM086636.1:28465203-33551033	3950689	4479128	+	528440
HG03927#2#classII	HPRC-Rest	HG03927	2	HG03927#2#CM086659.1:28395712-33710667	4059998	4707881	+	647884
HG03942#1#classII	HPRC-Rest	HG03942	1	HG03942#1#CM088393.1:28271517-33427607	3995078	4549670	+	554593
HG03942#2#classII	HPRC-Rest	HG03942	2	HG03942#2#CM088404.1:29036351-34210946	4012974	4567568	+	554595
HG04115#1#classII	HPRC-Rest	HG04115	1	HG04115#1#JBHDTF010000057.1:28438850-33586926	3999258	4541348	+	542091
HG04115#2#classII	HPRC-Rest	HG04115	2	HG04115#2#JBHDTG010000049.1:28423339-33670470	3992898	4640762	+	647865
HG04157#1#classII	HPRC-Rest	HG04157	1	HG04157#1#CM088414.1:28397949-33735050	4083264	4730757	+	647494
HG04157#2#classII	HPRC-Rest	HG04157	2	HG04157#2#CM088438.1:28355512-33488875	3971235	4526484	+	555250
HG04160#1#classII	HPRC-Rest	HG04160	1	HG04160#1#JBHIGW010000016.1:28356435-33564314	4059784	4601468	+	541685
HG04160#2#classII	HPRC-Rest	HG04160	2	HG04160#2#JBHIGX010000055.1:28422741-33644744	4060194	4615463	+	555270
HG04184#1#classII	HPRC-Rest	HG04184	1	HG04184#1#CM086460.1:28371226-33616523	3991019	4638896	+	647878
HG04184#2#classII	HPRC-Rest	HG04184	2	HG04184#2#CM086472.1:28433511-33770331	4081757	4730408	+	648652
HG04187#1#classII	HPRC-Rest	HG04187	1	HG04187#1#CM099742.1:28415864-33609347	4062701	4587165	+	524465
HG04187#2#classII	HPRC-Rest	HG04187	2	HG04187#2#CM099756.1:28400738-33533288	4004050	4526399	+	522350
HG04199#1#classII	HPRC-Rest	HG04199	1	HG04199#1#JBHDTH010000059.1:28382492-33668076	4037890	4676552	+	638663
HG04199#2#classII	HPRC-Rest	HG04199	2	HG04199#2#JBHDTI010000015.1:28378462-33549536	4028305	4564582	+	536278
HG04204#1#classII	HPRC-Rest	HG04204	1	HG04204#1#JBHIGY010000015.1:28376780-33510758	3973069	4527122	+	554054
HG04204#2#classII	HPRC-Rest	HG04204	2	HG04204#2#JBHIGZ010000014.1:28378310-33624751	3991592	4640260	+	648669
HG04228#1#classII	HPRC-Rest	HG04228	1	HG04228#1#CM088480.1:28407255-33566968	3999020	4552768	+	553749
HG04228#2#classII	HPRC-Rest	HG04228	2	HG04228#2#CM088508.1:28466048-33622943	3996770	4550761	+	553992
HG06807#1#classII	HPRC-Rest	HG06807	1	HG06807#1#CM101400.1:28463683-33619551	3995502	4549310	+	553809
HG06807#2#classII	HPRC-Rest	HG06807	2	HG06807#2#CM101434.1:28441503-33631596	4029632	4582343	+	552712
NA18505#1#classII	HPRC-Rest	NA18505	1	NA18505#1#JBHIJY010000048.1:28445967-33542979	3968000	4492950	+	524951
NA18505#2#classII	HPRC-Rest	NA18505	2	NA18505#2#JBHIJZ010000041.1:28452551-33607869	3995759	4549562	+	553804
NA18508#1#classII	HPRC-Rest	NA18508	1	NA18508#1#CM089650.1:28440826-33645342	4066999	4598015	+	531017
NA18508#2#classII	HPRC-Rest	NA18508	2	NA18508#2#JBHIJH010000001.1:28282775-33492562	4062533	4603046	+	540514
NA18522#1#classII	HPRC-Rest	NA18522	1	NA18522#1#CM087176.1:28457728-33607889	4013381	4543060	+	529680
NA18522#2#classII	HPRC-Rest	NA18522	2	NA18522#2#CM087191.1:28461290-33621227	4019765	4553359	+	533595
NA18879#1#classII	HPRC-Rest	NA18879	1	NA18879#1#CM099716.1:28474558-33526652	3914446	4448011	+	533566
NA18879#2#classII	HPRC-Rest	NA18879	2	NA18879#2#JBJUVN010000057.1:28495776-33652599	4019945	4552755	+	532811
NA18906#1#classII	HPRC-Rest	NA18906	1	NA18906#1#JAHEOO020000008.1:28476372-33613648	4002142	4531958	+	529817
NA18906#2#classII	HPRC-Rest	NA18906	2	NA18906#2#JAHEON020000009.1:28400633-33549040	4009897	4542023	+	532127
NA19036#1#classII	HPRC-Rest	NA19036	1	NA19036#1#JBHIJM010000039.1:28463923-33608059	4005370	4540067	+	534698
NA19036#2#classII	HPRC-Rest	NA19036	2	NA19036#2#CM089740.1:28304850-33443783	4002306	4532128	+	529823
NA19043#1#classII	HPRC-Rest	NA19043	1	NA19043#1#CM087046.1:28457117-33603533	4009170	4539879	+	530710
NA19043#2#classII	HPRC-Rest	NA19043	2	NA19043#2#CM087072.1:28298892-33447476	4011819	4542517	+	530699
NA19159#1#classII	HPRC-Rest	NA19159	1	NA19159#1#JBJXQL010000007.1:28425942-33548809	3985942	4518779	+	532838
NA19159#2#classII	HPRC-Rest	NA19159	2	NA19159#2#JBJXQM010000009.1:28479051-33767425	4035087	4681697	+	646611
NA19185#1#classII	HPRC-Rest	NA19185	1	NA19185#1#CM087724.1:28452686-33600537	4010200	4543428	+	533229
NA19185#2#classII	HPRC-Rest	NA19185	2	NA19185#2#CM087740.1:28365127-33559133	4060371	4589921	+	529551
NA19240#1#classII	HPRC-Rest	NA19240	1	NA19240#1#JAHEOM020000002.1:28462857-33656907	4061510	4589973	+	528464
NA19240#2#classII	HPRC-Rest	NA19240	2	NA19240#2#CM099616.1:28279408-33546879	4106354	4660679	+	554326
NA19338#1#classII	HPRC-Rest	NA19338	1	NA19338#1#CM087758.1:28448969-33579906	3991858	4522415	+	530558
NA19338#2#classII	HPRC-Rest	NA19338	2	NA19338#2#CM087775.1:28453026-33605437	3991662	4545458	+	553797
NA19391#1#classII	HPRC-Rest	NA19391	1	NA19391#1#CM087790.1:28288674-33392322	3963023	4495129	+	532107
NA19391#2#classII	HPRC-Rest	NA19391	2	NA19391#2#CM087804.1:28295746-33396359	3968161	4493177	+	525017
NA19443#1#classII	HPRC-Rest	NA19443	1	NA19443#1#CM089448.1:28448109-33623879	4039577	4569260	+	529684
NA19443#2#classII	HPRC-Rest	NA19443	2	NA19443#2#CM089461.1:28435491-33566565	4062789	4524169	+	461381
NA19468#1#classII	HPRC-Rest	NA19468	1	NA19468#1#JBHDXX010000056.1:28478972-33624126	3995129	4538479	+	543351
NA19468#2#classII	HPRC-Rest	NA19468	2	NA19468#2#JBHDXY010000045.1:28382628-33499947	3980499	4508572	+	528074
NA19682#1#classII	HPRC-Rest	NA19682	1	NA19682#1#CM094150.1:28411407-33568676	4020420	4550900	+	530481
NA19682#2#classII	HPRC-Rest	NA19682	2	NA19682#2#CM094164.1:28463959-33644888	4050458	4574488	+	524031
NA19700#1#classII	HPRC-Rest	NA19700	1	NA19700#1#CM089621.1:28376765-33517479	4000699	4533385	+	532687
NA19700#2#classII	HPRC-Rest	NA19700	2	NA19700#2#CM089638.1:28426616-33709243	4033836	4676102	+	642267
NA19776#1#classII	HPRC-Rest	NA19776	1	NA19776#1#CM094012.1:28385884-33702873	4072363	4710635	+	638273
NA19776#2#classII	HPRC-Rest	NA19776	2	NA19776#2#CM094049.1:28416676-33523673	3970091	4500620	+	530530
NA19835#1#classII	HPRC-Rest	NA19835	1	NA19835#1#CM094026.1:28418644-33486956	3995478	4461133	+	465656
NA19835#2#classII	HPRC-Rest	NA19835	2	NA19835#2#CM094035.1:28457594-33528933	3929976	4464045	+	534070
NA19909#1#classII	HPRC-Rest	NA19909	1	NA19909#1#JBIRDH010000012.1:28412877-33619076	4072577	4602128	+	529552
NA19909#2#classII	HPRC-Rest	NA19909	2	NA19909#2#JBIRDI010000053.1:28451896-33658066	4072551	4602102	+	529552
NA20129#1#classII	HPRC-Rest	NA20129	1	NA20129#1#JAHEPE020000006.1:162-4816795	3681239	4210207	+	528969
NA20129#2#classII	HPRC-Rest	NA20129	2	NA20129#2#CM092121.1:28370806-33473927	3965850	4496176	+	530327
NA20282#1#classII	HPRC-Rest	NA20282	1	NA20282#1#JBIRDT010000005.1:1683408-6782988	4032333	4493333	+	461001
NA20282#2#classII	HPRC-Rest	NA20282	2	NA20282#2#JBIRDU010000003.1:1683297-6763868	3946950	4476499	+	529550
NA20346#1#classII	HPRC-Rest	NA20346	1	NA20346#1#CM094251.1:28457185-33666384	4062256	4602762	+	540507
NA20346#2#classII	HPRC-Rest	NA20346	2	NA20346#2#CM094262.1:28410681-33542038	3995676	4525885	+	530210
NA20503#1#classII	HPRC-Rest	NA20503	1	NA20503#1#CM102459.1:28379297-33541270	4018782	4555651	+	536870
NA20503#2#classII	HPRC-Rest	NA20503	2	NA20503#2#CM102476.1:28357590-33489275	4002451	4524742	+	522292
NA20752#1#classII	HPRC-Rest	NA20752	1	NA20752#1#CM099770.1:28378820-33526332	4004512	4540779	+	536268
NA20752#2#classII	HPRC-Rest	NA20752	2	NA20752#2#CM099783.1:28398107-33586251	3936681	4581648	+	644968
NA20762#1#classII	HPRC-Rest	NA20762	1	NA20762#1#CM102512.1:28400125-33568157	4022944	4561160	+	538217
NA20762#2#classII	HPRC-Rest	NA20762	2	NA20762#2#CM102528.1:28437013-33575799	4002423	4531992	+	529570
