entry	hap_id	prototype	family	contig	start0	end0	strand	query_length	query_coverage	identity	mapq	eligible
HG04187_1	HG04187#1	TNXB	TNX	HG04187#1#CM099742.1:28415864-33609347	3684568	3752741	-	68186	1.0	0.9988122644691115	60	1
HG04187_1	HG04187#1	WHR1B	WHR1	HG04187#1#CM099742.1:28415864-33609347	3663051	3663569	+	518	1.0	0.9980694980694981	60	1
HG04187_1	HG04187#1	WHR1B	WHR1	HG04187#1#CM099742.1:28415864-33609347	3630197	3630715	+	518	1.0	0.9942084942084942	0	1
HG04187_2	HG04187#2	WHR1	WHR1	HG04187#2#CM099756.1:28400738-33533288	3555899	3566172	+	10272	1.0	0.9990266692622153	60	1
HG04187_2	HG04187#2	CYP21A1P	CYP21	HG04187#2#CM099756.1:28400738-33533288	3590361	3593635	+	3274	1.0	0.998167379352474	60	1
HG04187_2	HG04187#2	CYP21A1P	CYP21	HG04187#2#CM099756.1:28400738-33533288	3623096	3626368	+	3274	1.0	0.9777642400243679	0	1
HG04187_2	HG04187#2	CYP21A2	CYP21	HG04187#2#CM099756.1:28400738-33533288	3623141	3626368	+	3230	1.0	0.9962848297213622	60	1
HG04187_2	HG04187#2	CYP21A2	CYP21	HG04187#2#CM099756.1:28400738-33533288	3590411	3593635	+	3230	0.9984520123839009	0.9780389730900093	0	1
HG04187_2	HG04187#2	TNXA	TNX	HG04187#2#CM099756.1:28400738-33533288	3593145	3597749	-	4604	1.0	0.9978279756733276	60	1
HG04187_2	HG04187#2	TNXA	TNX	HG04187#2#CM099756.1:28400738-33533288	3625878	3630601	-	4604	1.0	0.9686706181202371	0	1
HG04187_2	HG04187#2	TNXB	TNX	HG04187#2#CM099756.1:28400738-33533288	3625876	3694065	-	68186	1.0	0.9987538118695755	60	1
HG04187_2	HG04187#2	WHR1B	WHR1	HG04187#2#CM099756.1:28400738-33533288	3597995	3598513	+	518	1.0	0.9980694980694981	60	1
HG04187_2	HG04187#2	WHR1B	WHR1	HG04187#2#CM099756.1:28400738-33533288	3565257	3565775	+	518	1.0	0.9942084942084942	0	1
HG04199_1	HG04199#1	WHR1	WHR1	HG04199#1#JBHDTH010000059.1:28382492-33668076	3623302	3633575	+	10272	1.0	0.9995132872578604	60	1
HG04199_1	HG04199#1	CYP21A1P	CYP21	HG04199#1#JBHDTH010000059.1:28382492-33668076	3657762	3661037	+	3274	1.0	0.977459640572647	60	1
HG04199_1	HG04199#1	CYP21A2	CYP21	HG04199#1#JBHDTH010000059.1:28382492-33668076	3657807	3661037	+	3230	1.0	0.9981424148606811	60	1
HG04199_1	HG04199#1	TNXA	TNX	HG04199#1#JBHDTH010000059.1:28382492-33668076	3660547	3665270	-	4604	1.0	0.9699407281964437	60	1
HG04199_1	HG04199#1	TNXB	TNX	HG04199#1#JBHDTH010000059.1:28382492-33668076	3660545	3728700	-	68186	1.0	0.9991934182932731	60	1
HG04199_1	HG04199#1	WHR1B	WHR1	HG04199#1#JBHDTH010000059.1:28382492-33668076	3632660	3633178	+	518	1.0	0.9961389961389961	60	1
HG04199_2	HG04199#2	WHR1	WHR1	HG04199#2#JBHDTI010000015.1:28378462-33549536	3563416	3573688	+	10272	1.0	0.9990265745157209	60	1
HG04199_2	HG04199#2	CYP21A1P	CYP21	HG04199#2#JBHDTI010000015.1:28378462-33549536	3597877	3601151	+	3274	1.0	0.9984728161270617	60	1
HG04199_2	HG04199#2	CYP21A1P	CYP21	HG04199#2#JBHDTI010000015.1:28378462-33549536	3630612	3633884	+	3274	1.0	0.977155041120926	0	1
HG04199_2	HG04199#2	CYP21A2	CYP21	HG04199#2#JBHDTI010000015.1:28378462-33549536	3630657	3633884	+	3230	1.0	0.9956656346749226	60	1
HG04199_2	HG04199#2	CYP21A2	CYP21	HG04199#2#JBHDTI010000015.1:28378462-33549536	3597927	3601151	+	3230	0.9984520123839009	0.9783482833281781	0	1
HG04199_2	HG04199#2	TNXA	TNX	HG04199#2#JBHDTI010000015.1:28378462-33549536	3600661	3605265	-	4604	1.0	0.9980451781059948	60	1
HG04199_2	HG04199#2	TNXA	TNX	HG04199#2#JBHDTI010000015.1:28378462-33549536	3633394	3638117	-	4604	1.0	0.9686706181202371	0	1
HG04199_2	HG04199#2	TNXB	TNX	HG04199#2#JBHDTI010000015.1:28378462-33549536	3633392	3701583	-	68186	1.0	0.9987538484093241	60	1
HG04199_2	HG04199#2	WHR1B	WHR1	HG04199#2#JBHDTI010000015.1:28378462-33549536	3605511	3606029	+	518	1.0	0.9980694980694981	60	1
HG04199_2	HG04199#2	WHR1B	WHR1	HG04199#2#JBHDTI010000015.1:28378462-33549536	3572773	3573291	+	518	1.0	0.9922779922779923	0	1
HG04204_1	HG04204#1	WHR1	WHR1	HG04204#1#JBHIGY010000015.1:28376780-33510758	3507008	3517280	+	10272	1.0	1.0	60	1
HG04204_1	HG04204#1	CYP21A1P	CYP21	HG04204#1#JBHIGY010000015.1:28376780-33510758	3541469	3544743	+	3274	1.0	1.0	60	1
HG04204_1	HG04204#1	CYP21A1P	CYP21	HG04204#1#JBHIGY010000015.1:28376780-33510758	3574203	3577478	+	3274	1.0	0.9780688394760889	0	1
HG04204_1	HG04204#1	CYP21A2	CYP21	HG04204#1#JBHIGY010000015.1:28376780-33510758	3574248	3577478	+	3230	1.0	0.9996904024767802	60	1
HG04204_1	HG04204#1	CYP21A2	CYP21	HG04204#1#JBHIGY010000015.1:28376780-33510758	3541519	3544743	+	3230	0.9984520123839009	0.9780389730900093	0	1
HG04204_1	HG04204#1	TNXA	TNX	HG04204#1#JBHIGY010000015.1:28376780-33510758	3544253	3548857	-	4604	1.0	0.9997827975673328	60	1
HG04204_1	HG04204#1	TNXA	TNX	HG04204#1#JBHIGY010000015.1:28376780-33510758	3576988	3581711	-	4604	1.0	0.970575783234547	0	1
HG04204_1	HG04204#1	TNXB	TNX	HG04204#1#JBHIGY010000015.1:28376780-33510758	3576986	3645201	-	68186	1.0	0.9994576052538994	60	1
HG04204_1	HG04204#1	WHR1B	WHR1	HG04204#1#JBHIGY010000015.1:28376780-33510758	3549103	3549621	+	518	1.0	1.0	60	1
HG04204_1	HG04204#1	WHR1B	WHR1	HG04204#1#JBHIGY010000015.1:28376780-33510758	3516365	3516883	+	518	1.0	0.9942084942084942	0	1
HG04204_2	HG04204#2	WHR1	WHR1	HG04204#2#JBHIGZ010000014.1:28378310-33624751	3550538	3560807	+	10272	1.0	0.9992212596125767	60	1
HG04204_2	HG04204#2	CYP21A1P	CYP21	HG04204#2#JBHIGZ010000014.1:28378310-33624751	3584998	3588272	+	3274	1.0	0.9972510690287111	60	1
HG04204_2	HG04204#2	CYP21A1P	CYP21	HG04204#2#JBHIGZ010000014.1:28378310-33624751	3611365	3614640	+	3274	1.0	0.9808102345415778	0	1
HG04204_2	HG04204#2	CYP21A2	CYP21	HG04204#2#JBHIGZ010000014.1:28378310-33624751	3611410	3614640	+	3230	1.0	0.9950464396284829	60	1
HG04204_2	HG04204#2	CYP21A2	CYP21	HG04204#2#JBHIGZ010000014.1:28378310-33624751	3585048	3588272	+	3230	0.9984520123839009	0.9777296628518404	0	1
HG04204_2	HG04204#2	TNXA	TNX	HG04204#2#JBHIGZ010000014.1:28378310-33624751	3587782	3592386	-	4604	1.0	0.9967419635099913	20	1
HG04204_2	HG04204#2	TNXA	TNX	HG04204#2#JBHIGZ010000014.1:28378310-33624751	3614150	3618874	-	4604	1.0	0.9709991532599492	0	1
HG04204_2	HG04204#2	TNXB	TNX	HG04204#2#JBHIGZ010000014.1:28378310-33624751	3614148	3682313	-	68186	1.0	0.9983726249120338	60	1
HG04204_2	HG04204#2	WHR1B	WHR1	HG04204#2#JBHIGZ010000014.1:28378310-33624751	3592632	3593150	+	518	1.0	0.9980694980694981	60	1
HG04204_2	HG04204#2	WHR1B	WHR1	HG04204#2#JBHIGZ010000014.1:28378310-33624751	3559892	3560410	+	518	1.0	0.9942084942084942	0	1
HG04228_1	HG04228#1	WHR1	WHR1	HG04228#1#CM088480.1:28407255-33566968	3550607	3560879	+	10272	1.0	1.0	60	1
HG04228_1	HG04228#1	CYP21A1P	CYP21	HG04228#1#CM088480.1:28407255-33566968	3585068	3588342	+	3274	1.0	1.0	60	1
HG04228_1	HG04228#1	CYP21A1P	CYP21	HG04228#1#CM088480.1:28407255-33566968	3617802	3621077	+	3274	1.0	0.9780688394760889	0	1
HG04228_1	HG04228#1	CYP21A2	CYP21	HG04228#1#CM088480.1:28407255-33566968	3617847	3621077	+	3230	1.0	0.9996904024767802	60	1
HG04228_1	HG04228#1	CYP21A2	CYP21	HG04228#1#CM088480.1:28407255-33566968	3585118	3588342	+	3230	0.9984520123839009	0.9780389730900093	0	1
HG04228_1	HG04228#1	TNXA	TNX	HG04228#1#CM088480.1:28407255-33566968	3587852	3592456	-	4604	1.0	0.9995655951346655	60	1
HG04228_1	HG04228#1	TNXA	TNX	HG04228#1#CM088480.1:28407255-33566968	3620587	3625310	-	4604	1.0	0.9701524132091448	0	1
HG04228_1	HG04228#1	TNXB	TNX	HG04228#1#CM088480.1:28407255-33566968	3620585	3688778	-	68186	1.0	0.9997507258277368	60	1
HG04228_1	HG04228#1	WHR1B	WHR1	HG04228#1#CM088480.1:28407255-33566968	3592702	3593220	+	518	1.0	1.0	60	1
HG04228_1	HG04228#1	WHR1B	WHR1	HG04228#1#CM088480.1:28407255-33566968	3559964	3560482	+	518	1.0	0.9942084942084942	0	1
HG04228_2	HG04228#2	WHR1	WHR1	HG04228#2#CM088508.1:28466048-33622943	3549175	3559438	+	10272	1.0	0.9981503115264797	60	1
HG04228_2	HG04228#2	CYP21A1P	CYP21	HG04228#2#CM088508.1:28466048-33622943	3583628	3586902	+	3274	1.0	0.9966401954795358	60	1
HG04228_2	HG04228#2	CYP21A1P	CYP21	HG04228#2#CM088508.1:28466048-33622943	3616362	3619637	+	3274	1.0	0.9780688394760889	0	1
HG04228_2	HG04228#2	CYP21A2	CYP21	HG04228#2#CM088508.1:28466048-33622943	3616407	3619637	+	3230	1.0	0.9975232198142415	60	1
HG04228_2	HG04228#2	CYP21A2	CYP21	HG04228#2#CM088508.1:28466048-33622943	3583678	3586902	+	3230	0.9984520123839009	0.9789669038045159	0	1
HG04228_2	HG04228#2	TNXA	TNX	HG04228#2#CM088508.1:28466048-33622943	3586412	3591016	-	4604	1.0	0.9967419635099913	60	1
HG04228_2	HG04228#2	TNXA	TNX	HG04228#2#CM088508.1:28466048-33622943	3619147	3623870	-	4604	1.0	0.9690939881456393	0	1
HG04228_2	HG04228#2	TNXB	TNX	HG04228#2#CM088508.1:28466048-33622943	3619145	3687411	-	68186	1.0	0.9978176811764017	60	1
HG04228_2	HG04228#2	WHR1B	WHR1	HG04228#2#CM088508.1:28466048-33622943	3591262	3591780	+	518	1.0	0.9961389961389961	60	1
HG04228_2	HG04228#2	WHR1B	WHR1	HG04228#2#CM088508.1:28466048-33622943	3558526	3559041	+	518	1.0	0.9884169884169884	0	1
HG06807_1	HG06807#1	WHR1	WHR1	HG06807#1#CM101400.1:28463683-33619551	3554091	3564362	+	10272	1.0	0.9992211838006231	60	1
HG06807_1	HG06807#1	CYP21A1P	CYP21	HG06807#1#CM101400.1:28463683-33619551	3588553	3591827	+	3274	1.0	0.998167379352474	60	1
HG06807_1	HG06807#1	CYP21A1P	CYP21	HG06807#1#CM101400.1:28463683-33619551	3614920	3618195	+	3274	1.0	0.9805056350898569	0	1
HG06807_1	HG06807#1	CYP21A2	CYP21	HG06807#1#CM101400.1:28463683-33619551	3614965	3618195	+	3230	1.0	0.9953560371517027	60	1
HG06807_1	HG06807#1	CYP21A2	CYP21	HG06807#1#CM101400.1:28463683-33619551	3588603	3591827	+	3230	0.9984520123839009	0.9780389730900093	0	1
HG06807_1	HG06807#1	TNXA	TNX	HG06807#1#CM101400.1:28463683-33619551	3591337	3595941	-	4604	1.0	0.9963075586446568	4	1
HG06807_1	HG06807#1	TNXA	TNX	HG06807#1#CM101400.1:28463683-33619551	3617705	3622429	-	4604	1.0	0.9709991532599492	0	1
HG06807_1	HG06807#1	TNXB	TNX	HG06807#1#CM101400.1:28463683-33619551	3617703	3685873	-	68186	1.0	0.9982994194569871	60	1
HG06807_1	HG06807#1	WHR1B	WHR1	HG06807#1#CM101400.1:28463683-33619551	3563447	3563965	+	518	1.0	0.9980694980694981	0	1
HG06807_1	HG06807#1	WHR1B	WHR1	HG06807#1#CM101400.1:28463683-33619551	3596187	3596705	+	518	1.0	0.9980694980694981	0	1
HG06807_2	HG06807#2	WHR1	WHR1	HG06807#2#CM101434.1:28441503-33631596	3621105	3631378	+	10272	1.0	0.9998053149031442	60	1
HG06807_2	HG06807#2	CYP21A1P	CYP21	HG06807#2#CM101434.1:28441503-33631596	3649196	3652471	+	3274	1.0	0.9762412427657631	60	1
HG06807_2	HG06807#2	CYP21A2	CYP21	HG06807#2#CM101434.1:28441503-33631596	3649241	3652471	+	3230	1.0	0.9981424148606811	60	1
HG06807_2	HG06807#2	TNXA	TNX	HG06807#2#CM101434.1:28441503-33631596	3651981	3656704	-	4604	1.0	0.9688823031329382	60	1
HG06807_2	HG06807#2	TNXB	TNX	HG06807#2#CM101434.1:28441503-33631596	3651979	3720169	-	68186	1.0	0.9991789097093927	60	1
HG06807_2	HG06807#2	WHR1B	WHR1	HG06807#2#CM101434.1:28441503-33631596	3630463	3630981	+	518	1.0	0.9942084942084942	60	1
HIFI032007D_1	HIFI032007D#1	WHR1	WHR1	HIFI032007D#1#h1tg000073l_0_0:608286-5760441_rc	3546287	3556558	+	10272	1.0	0.9989292319672929	60	1
HIFI032007D_1	HIFI032007D#1	CYP21A1P	CYP21	HIFI032007D#1#h1tg000073l_0_0:608286-5760441_rc	3613485	3616759	+	3274	1.0	0.9987782529016493	0	1
HIFI032007D_1	HIFI032007D#1	CYP21A1P	CYP21	HIFI032007D#1#h1tg000073l_0_0:608286-5760441_rc	3580747	3584021	+	3274	1.0	0.9987782529016493	0	1
HIFI032007D_1	HIFI032007D#1	CYP21A1P	CYP21	HIFI032007D#1#h1tg000073l_0_0:608286-5760441_rc	3639852	3643126	+	3274	1.0	0.9768433881779403	0	1
HIFI032007D_1	HIFI032007D#1	CYP21A2	CYP21	HIFI032007D#1#h1tg000073l_0_0:608286-5760441_rc	3639897	3643126	+	3230	1.0	0.9981424148606811	60	1
HIFI032007D_1	HIFI032007D#1	CYP21A2	CYP21	HIFI032007D#1#h1tg000073l_0_0:608286-5760441_rc	3613535	3616759	+	3230	0.9984520123839009	0.9780389730900093	0	1
HIFI032007D_1	HIFI032007D#1	CYP21A2	CYP21	HIFI032007D#1#h1tg000073l_0_0:608286-5760441_rc	3580797	3584021	+	3230	0.9984520123839009	0.9780389730900093	0	1
HIFI032007D_1	HIFI032007D#1	TNXA	TNX	HIFI032007D#1#h1tg000073l_0_0:608286-5760441_rc	3616269	3620873	-	4604	1.0	0.9963075586446568	4	1
HIFI032007D_1	HIFI032007D#1	TNXA	TNX	HIFI032007D#1#h1tg000073l_0_0:608286-5760441_rc	3583531	3588135	-	4604	1.0	0.9960903562119896	0	1
HIFI032007D_1	HIFI032007D#1	TNXA	TNX	HIFI032007D#1#h1tg000073l_0_0:608286-5760441_rc	3642636	3647359	-	4604	1.0	0.9699407281964437	0	1
HIFI032007D_1	HIFI032007D#1	TNXB	TNX	HIFI032007D#1#h1tg000073l_0_0:608286-5760441_rc	3642634	3710822	-	68186	1.0	0.9993255131964809	60	1
HIFI032007D_1	HIFI032007D#1	WHR1B	WHR1	HIFI032007D#1#h1tg000073l_0_0:608286-5760441_rc	3621119	3621637	+	518	1.0	0.9980694980694981	0	1
HIFI032007D_1	HIFI032007D#1	WHR1B	WHR1	HIFI032007D#1#h1tg000073l_0_0:608286-5760441_rc	3588381	3588899	+	518	1.0	0.9980694980694981	0	1
HIFI032007D_1	HIFI032007D#1	WHR1B	WHR1	HIFI032007D#1#h1tg000073l_0_0:608286-5760441_rc	3555643	3556161	+	518	1.0	0.9922779922779923	0	1
HIFI032007D_2	HIFI032007D#2	WHR1	WHR1	HIFI032007D#2#h2tg000247l_0_0:103-3580565_rc	3551839	3562106	+	10272	1.0	0.9983451766767254	60	1
HIFI032007D_2	HIFI032007D#2	CYP21A1P	CYP21	HIFI032007D#2#h2tg000455l_0_0:608118-2144059_rc	24036	27311	+	3274	1.0	0.976545842217484	60	1
HIFI032007D_2	HIFI032007D#2	CYP21A1P	CYP21	HIFI032007D#2#h2tg000455l_0_0:608118-2144059_rc	0	943	+	3274	0.2880268784361637	0.9978791092258749	0	0
HIFI032007D_2	HIFI032007D#2	CYP21A2	CYP21	HIFI032007D#2#h2tg000455l_0_0:608118-2144059_rc	24081	27311	+	3230	1.0	0.9969040247678018	60	1
HIFI032007D_2	HIFI032007D#2	CYP21A2	CYP21	HIFI032007D#2#h2tg000455l_0_0:608118-2144059_rc	0	943	+	3230	0.2919504643962848	0.9904559915164369	0	0
HIFI032007D_2	HIFI032007D#2	TNXA	TNX	HIFI032007D#2#h2tg000455l_0_0:608118-2144059_rc	453	5057	-	4604	1.0	0.9963075586446568	60	1
HIFI032007D_2	HIFI032007D#2	TNXA	TNX	HIFI032007D#2#h2tg000455l_0_0:608118-2144059_rc	26821	31545	-	4604	1.0	0.9686706181202371	0	1
HIFI032007D_2	HIFI032007D#2	TNXB	TNX	HIFI032007D#2#h2tg000455l_0_0:608118-2144059_rc	26819	94982	-	68186	1.0	0.9982112748332234	60	1
HIFI032007D_2	HIFI032007D#2	WHR1B	WHR1	HIFI032007D#2#h2tg000455l_0_0:608118-2144059_rc	5303	5821	+	518	1.0	0.9980694980694981	60	1
HIFI032007D_2	HIFI032007D#2	WHR1B	WHR1	HIFI032007D#2#h2tg000247l_0_0:103-3580565_rc	3561191	3561709	+	518	1.0	0.9942084942084942	0	1
HIFI032018D_1	HIFI032018D#1	WHR1	WHR1	HIFI032018D#1#h1tg000037l_0_0:304267-5382862	3506272	3516542	+	10272	1.0	0.998831889418865	60	1
HIFI032018D_1	HIFI032018D#1	CYP21A1P	CYP21	HIFI032018D#1#h1tg000037l_0_0:304267-5382862	3540731	3544005	+	3274	1.0	0.9984728161270617	60	1
HIFI032018D_1	HIFI032018D#1	CYP21A1P	CYP21	HIFI032018D#1#h1tg000037l_0_0:304267-5382862	3567098	3570372	+	3274	1.0	0.9768433881779403	0	1
HIFI032018D_1	HIFI032018D#1	CYP21A2	CYP21	HIFI032018D#1#h1tg000037l_0_0:304267-5382862	3567143	3570372	+	3230	1.0	0.9981424148606811	60	1
HIFI032018D_1	HIFI032018D#1	CYP21A2	CYP21	HIFI032018D#1#h1tg000037l_0_0:304267-5382862	3540781	3544005	+	3230	0.9984520123839009	0.9783482833281781	0	1
HIFI032018D_1	HIFI032018D#1	TNXA	TNX	HIFI032018D#1#h1tg000037l_0_0:304267-5382862	3543515	3548119	-	4604	1.0	0.996524761077324	19	1
HIFI032018D_1	HIFI032018D#1	TNXA	TNX	HIFI032018D#1#h1tg000037l_0_0:304267-5382862	3569882	3574605	-	4604	1.0	0.970575783234547	0	1
HIFI032018D_1	HIFI032018D#1	TNXB	TNX	HIFI032018D#1#h1tg000037l_0_0:304267-5382862	3569880	3638066	-	68186	1.0	0.9993108403349023	60	1
HIFI032018D_1	HIFI032018D#1	WHR1B	WHR1	HIFI032018D#1#h1tg000037l_0_0:304267-5382862	3548365	3548883	+	518	1.0	0.9980694980694981	60	1
HIFI032018D_1	HIFI032018D#1	WHR1B	WHR1	HIFI032018D#1#h1tg000037l_0_0:304267-5382862	3515627	3516145	+	518	1.0	0.9922779922779923	0	1
HIFI032018D_2	HIFI032018D#2	WHR1	WHR1	HIFI032018D#2#h2tg000056l_0_0:307668-5563326	3553254	3563520	+	10272	1.0	0.9982478341282974	60	1
HIFI032018D_2	HIFI032018D#2	CYP21A1P	CYP21	HIFI032018D#2#h2tg000056l_0_0:307668-5563326	3587709	3590982	+	3274	1.0	0.9972510690287111	60	1
HIFI032018D_2	HIFI032018D#2	CYP21A1P	CYP21	HIFI032018D#2#h2tg000056l_0_0:307668-5563326	3614075	3617350	+	3274	1.0	0.976850441669205	0	1
HIFI032018D_2	HIFI032018D#2	CYP21A2	CYP21	HIFI032018D#2#h2tg000056l_0_0:307668-5563326	3614120	3617350	+	3230	1.0	0.996594427244582	60	1
HIFI032018D_2	HIFI032018D#2	CYP21A2	CYP21	HIFI032018D#2#h2tg000056l_0_0:307668-5563326	3587759	3590982	+	3230	0.9984520123839009	0.9771110423755026	0	1
HIFI032018D_2	HIFI032018D#2	TNXA	TNX	HIFI032018D#2#h2tg000056l_0_0:307668-5563326	3590492	3595096	-	4604	1.0	0.9963075586446568	58	1
HIFI032018D_2	HIFI032018D#2	TNXA	TNX	HIFI032018D#2#h2tg000056l_0_0:307668-5563326	3616860	3621584	-	4604	1.0	0.9688823031329382	0	1
HIFI032018D_2	HIFI032018D#2	TNXB	TNX	HIFI032018D#2#h2tg000056l_0_0:307668-5563326	3616858	3685016	-	68186	1.0	0.998152601020468	60	1
HIFI032018D_2	HIFI032018D#2	WHR1B	WHR1	HIFI032018D#2#h2tg000056l_0_0:307668-5563326	3562605	3563123	+	518	1.0	0.9942084942084942	0	1
HIFI032018D_2	HIFI032018D#2	WHR1B	WHR1	HIFI032018D#2#h2tg000056l_0_0:307668-5563326	3595342	3595860	+	518	1.0	0.9942084942084942	0	1
HIFI032069D_1	HIFI032069D#1	WHR1	WHR1	HIFI032069D#1#h1tg000026l_0_0:610788-5743677_rc	3560640	3570912	+	10272	1.0	0.9995132398753894	60	1
HIFI032069D_1	HIFI032069D#1	CYP21A1P	CYP21	HIFI032069D#1#h1tg000026l_0_0:610788-5743677_rc	3595100	3598374	+	3274	1.0	0.9969456322541234	60	1
HIFI032069D_1	HIFI032069D#1	CYP21A1P	CYP21	HIFI032069D#1#h1tg000026l_0_0:610788-5743677_rc	3621467	3624742	+	3274	1.0	0.977155041120926	0	1
HIFI032069D_1	HIFI032069D#1	CYP21A2	CYP21	HIFI032069D#1#h1tg000026l_0_0:610788-5743677_rc	3621512	3624742	+	3230	1.0	0.9975232198142415	60	1
HIFI032069D_1	HIFI032069D#1	CYP21A2	CYP21	HIFI032069D#1#h1tg000026l_0_0:610788-5743677_rc	3595150	3598374	+	3230	0.9984520123839009	0.9786575935663471	0	1
HIFI032069D_1	HIFI032069D#1	TNXA	TNX	HIFI032069D#1#h1tg000026l_0_0:610788-5743677_rc	3597884	3602488	-	4604	1.0	0.998262380538662	60	1
HIFI032069D_1	HIFI032069D#1	TNXA	TNX	HIFI032069D#1#h1tg000026l_0_0:610788-5743677_rc	3624252	3628975	-	4604	1.0	0.9701524132091448	0	1
HIFI032069D_1	HIFI032069D#1	TNXB	TNX	HIFI032069D#1#h1tg000026l_0_0:610788-5743677_rc	3624250	3692462	-	68186	1.0	0.9990618724439688	60	1
HIFI032069D_1	HIFI032069D#1	WHR1B	WHR1	HIFI032069D#1#h1tg000026l_0_0:610788-5743677_rc	3602734	3603252	+	518	1.0	0.9980694980694981	34	1
HIFI032069D_1	HIFI032069D#1	WHR1B	WHR1	HIFI032069D#1#h1tg000026l_0_0:610788-5743677_rc	3569997	3570515	+	518	1.0	0.9961389961389961	0	1
HIFI032069D_2	HIFI032069D#2	WHR1	WHR1	HIFI032069D#2#h2tg000171l_0_0:608783-5720475_rc	3455971	3466234	+	10272	1.0	0.9981503115264797	60	1
HIFI032069D_2	HIFI032069D#2	CYP21A1P	CYP21	HIFI032069D#2#h2tg000171l_0_0:608783-5720475_rc	3516795	3520069	+	3274	1.0	0.9969456322541234	6	1
HIFI032069D_2	HIFI032069D#2	CYP21A1P	CYP21	HIFI032069D#2#h2tg000171l_0_0:608783-5720475_rc	3490424	3493698	+	3274	1.0	0.9966401954795358	0	1
HIFI032069D_2	HIFI032069D#2	CYP21A1P	CYP21	HIFI032069D#2#h2tg000171l_0_0:608783-5720475_rc	3549529	3552804	+	3274	1.0	0.9780688394760889	0	1
HIFI032069D_2	HIFI032069D#2	CYP21A2	CYP21	HIFI032069D#2#h2tg000171l_0_0:608783-5720475_rc	3549574	3552804	+	3230	1.0	0.9975232198142415	60	1
HIFI032069D_2	HIFI032069D#2	CYP21A2	CYP21	HIFI032069D#2#h2tg000171l_0_0:608783-5720475_rc	3490474	3493698	+	3230	0.9984520123839009	0.9789669038045159	0	1
HIFI032069D_2	HIFI032069D#2	CYP21A2	CYP21	HIFI032069D#2#h2tg000171l_0_0:608783-5720475_rc	3516845	3520069	+	3230	0.9984520123839009	0.9786575935663471	0	1
HIFI032069D_2	HIFI032069D#2	TNXA	TNX	HIFI032069D#2#h2tg000171l_0_0:608783-5720475_rc	3519579	3524183	-	4604	1.0	0.9971763683753258	16	1
HIFI032069D_2	HIFI032069D#2	TNXA	TNX	HIFI032069D#2#h2tg000171l_0_0:608783-5720475_rc	3493208	3497812	-	4604	1.0	0.996524761077324	0	1
HIFI032069D_2	HIFI032069D#2	TNXA	TNX	HIFI032069D#2#h2tg000171l_0_0:608783-5720475_rc	3552314	3557037	-	4604	1.0	0.9690939881456393	0	1
HIFI032069D_2	HIFI032069D#2	TNXB	TNX	HIFI032069D#2#h2tg000171l_0_0:608783-5720475_rc	3552312	3620570	-	68186	1.0	0.9977297360635088	60	1
HIFI032069D_2	HIFI032069D#2	WHR1B	WHR1	HIFI032069D#2#h2tg000171l_0_0:608783-5720475_rc	3498058	3498576	+	518	1.0	0.9961389961389961	0	1
HIFI032069D_2	HIFI032069D#2	WHR1B	WHR1	HIFI032069D#2#h2tg000171l_0_0:608783-5720475_rc	3524429	3524947	+	518	1.0	0.9961389961389961	0	1
HIFI032069D_2	HIFI032069D#2	WHR1B	WHR1	HIFI032069D#2#h2tg000171l_0_0:608783-5720475_rc	3465322	3465837	+	518	1.0	0.9884169884169884	0	1
HIFI032097D_1	HIFI032097D#1	WHR1	WHR1	HIFI032097D#1#h1tg000023l_0_0:611330-5798061_rc	3608917	3619189	+	10272	1.0	0.9993186021610045	60	1
HIFI032097D_1	HIFI032097D#1	CYP21A1P	CYP21	HIFI032097D#1#h1tg000023l_0_0:611330-5798061_rc	3643378	3646651	+	3274	1.0	0.996334758704948	60	1
HIFI032097D_1	HIFI032097D#1	CYP21A1P	CYP21	HIFI032097D#1#h1tg000023l_0_0:611330-5798061_rc	3669744	3673017	+	3274	1.0	0.9771480804387569	0	1
HIFI032097D_1	HIFI032097D#1	CYP21A2	CYP21	HIFI032097D#1#h1tg000023l_0_0:611330-5798061_rc	3669789	3673017	+	3230	1.0	0.9984520123839009	60	1
HIFI032097D_1	HIFI032097D#1	CYP21A2	CYP21	HIFI032097D#1#h1tg000023l_0_0:611330-5798061_rc	3643428	3646651	+	3230	0.9984520123839009	0.979269801980198	0	1
HIFI032097D_1	HIFI032097D#1	TNXA	TNX	HIFI032097D#1#h1tg000023l_0_0:611330-5798061_rc	3646161	3650765	-	4604	1.0	0.9976107732406603	60	1
HIFI032097D_1	HIFI032097D#1	TNXA	TNX	HIFI032097D#1#h1tg000023l_0_0:611330-5798061_rc	3672527	3677250	-	4604	1.0	0.9690939881456393	0	1
HIFI032097D_1	HIFI032097D#1	TNXB	TNX	HIFI032097D#1#h1tg000023l_0_0:611330-5798061_rc	3672525	3740703	-	68186	1.0	0.999237480753721	60	1
HIFI032097D_1	HIFI032097D#1	WHR1B	WHR1	HIFI032097D#1#h1tg000023l_0_0:611330-5798061_rc	3651011	3651529	+	518	1.0	0.9980694980694981	34	1
HIFI032097D_1	HIFI032097D#1	WHR1B	WHR1	HIFI032097D#1#h1tg000023l_0_0:611330-5798061_rc	3618274	3618792	+	518	1.0	0.9961389961389961	0	1
