hap_id	donor	cohort	source_type	panel_flags	c4_annotated_copies	cyp21_like_loci	tnx_like_loci	whr1_like_loci	same_contig	span_contig	span_start0	span_end0	balanced_module_components	screen_signature	signature_id	classification	limitation
HIFI032161D#2	HIFI032161D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032161D#2#h2tg000024l_0_0:611651-5758120_rc	3560773	3698932	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032164D#1	HIFI032164D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss	5	5	5	5	0				0			unresolved_component_or_contiguity	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032164D#2	HIFI032164D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	3	3	3	3	1	HIFI032164D#2#h2tg000476l_0_0:107-368968_rc	192191	363087	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-ca928f07d032036f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032167D#1	HIFI032167D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	3	3	3	3	1	HIFI032167D#1#h1tg000006l_0_0:609993-5773840_rc	3558060	3722578	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-f3965b9e0fe6783a	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032167D#2	HIFI032167D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	3	3	3	3	1	HIFI032167D#2#h2tg000184l_0_0:578-3410834_rc	3154042	3318560	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-f3965b9e0fe6783a	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032182D#1	HIFI032182D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032182D#1#h1tg000062l_0_0:608743-5774270_rc	3561559	3693352	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032182D#2	HIFI032182D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source	2	2	2	2	1	HIFI032182D#2#h2tg000020l_0_0:304162-5451064	3545113	3676877	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032289D#1	HIFI032289D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	3	3	3	3	1	HIFI032289D#1#h1tg000057l_0_0:611762-5895636_rc	3549232	3713835	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-e92677dc4f8b8aff	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032289D#2	HIFI032289D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032289D#2#h2tg000050l_0_0:302987-5547842	3552947	3691117	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032292D#1	HIFI032292D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032292D#1#h1tg000202l_0_0:610779-5026306_rc	2835620	2973782	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032292D#2	HIFI032292D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	HIFI032292D#2#h2tg000202l_0_0:301746-5442974	3561494	3699657	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032302D#1	HIFI032302D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032302D#1#h1tg000118l_0_0:546-2591024	1077274	1209069	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032302D#2	HIFI032302D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss	1	1	1	1	1	HIFI032302D#2#h2tg000125l_0_0:607201-5502153_rc	3350115	3455510	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032306D#1	HIFI032306D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032306D#1#h1tg000062l_0_0:611306-5769353_rc	3550866	3689020	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032306D#2	HIFI032306D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	HIFI032306D#2#h2tg000068l_0_0:608736-5852116_rc	3549797	3687979	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-ddd7bb6699f86670	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032335D#1	HIFI032335D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source	2	2	2	2	1	HIFI032335D#1#h1tg000010l_0_0:301759-5500911	3504447	3636227	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032335D#2	HIFI032335D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	HIFI032335D#2#h2tg000219l_0_0:2273-2943040	1647786	1785948	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032349D#1	HIFI032349D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	HIFI032349D#1#h1tg000020l_0_0:301733-5566658	3562372	3694169	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032349D#2	HIFI032349D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032349D#2#h2tg000060l_0_0:608410-5739806_rc	3555099	3693280	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032373D#1	HIFI032373D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032373D#1#h1tg000049l_0_0:608867-5740038_rc	3551627	3683427	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032373D#2	HIFI032373D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	HIFI032373D#2#h2tg000139l_0_0:112-485361_rc	212289	350454	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-109f6cb2c3c027c8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032420D#1	HIFI032420D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032420D#1#h1tg000074l_0_0:303007-5500336	3507807	3639602	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032420D#2	HIFI032420D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	HIFI032420D#2#h2tg000028l_0_0:302171-5561704	3556255	3688019	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032422D#1	HIFI032422D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	1	1	1	1	1	HIFI032422D#1#h1tg000015l_0_0:303813-5358931	3503225	3608652	1	WHR1-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-7b1f207074474ef0	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032422D#2	HIFI032422D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032422D#2#h2tg000138l_0_0:303022-5459818	3559212	3697396	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032429D#1	HIFI032429D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	3	3	3	3	1	HIFI032429D#1#h1tg000176l_0_0:611631-5819632_rc	3553547	3718091	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-ad387575bd5130e9	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032429D#2	HIFI032429D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032429D#2#h2tg000236l_0_0:366-3775085	2193876	2332052	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032440D#1	HIFI032440D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032440D#1#h1tg000035l_0_0:610298-5756202_rc	3561142	3699288	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032440D#2	HIFI032440D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	1	1	1	1	1	HIFI032440D#2#h2tg000090l_0_0:301809-5292738	3502930	3608344	1	WHR1-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-7b1f207074474ef0	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032450D#1	HIFI032450D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	HIFI032450D#1#h1tg000008l_0_0:301757-5443675	3564052	3695843	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032450D#2	HIFI032450D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;absent_from_existing_DRA_DMA_span;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	3	3	3	3	1	HIFI032450D#2#h2tg000141l_0_0:744-4499104_rc	3552586	3717183	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-e92677dc4f8b8aff	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032453D#1	HIFI032453D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032453D#1#h1tg000016l_0_0:608084-5737533_rc	3550774	3688947	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-109f6cb2c3c027c8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032453D#2	HIFI032453D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032453D#2#h2tg000022l_0_0:611013-5690080_rc	3493211	3631366	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032454D#1	HIFI032454D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032454D#1#h1tg000050l_0_0:610949-5688146_rc	3505013	3636803	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032454D#2	HIFI032454D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source	1	1	1	1	1	HIFI032454D#2#h2tg000014l_0_0:303195-5343983	3495580	3600978	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032462D#1	HIFI032462D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032462D#1#h1tg000018l_0_0:608249-5847965_rc	3553634	3685454	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032462D#2	HIFI032462D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	1	1	1	2	1	HIFI032462D#2#h2tg000305l_0_0:304337-3862556	3500605	3543218	0	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+	RCCX-SCREEN-94edfc4c6ce16227	unresolved_component_or_contiguity	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032473D#1	HIFI032473D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032473D#1#h1tg000017l_0_0:611279-5848073_rc	3548965	3680764	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-b8ca310d36f0396c	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032473D#2	HIFI032473D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032473D#2#h2tg000041l_0_0:611187-5777378_rc	3563688	3695577	1	WHR1-like+|C4BL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c23deea26722f529	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032487D#1	HIFI032487D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032487D#1#h1tg000160l_0_0:610978-5805510_rc	3623339	3755110	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-804d53b600bb619f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032487D#2	HIFI032487D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	HIFI032487D#2#h2tg000061l_0_0:608057-5671065_rc	3549135	3680931	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-b8ca310d36f0396c	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032501D#1	HIFI032501D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	HIFI032501D#1#h1tg000023l_0_0:303660-5553387	3547687	3679485	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032501D#2	HIFI032501D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032501D#2#h2tg000105l_0_0:441-3022934	1438378	1576506	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032510D#1	HIFI032510D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source	2	2	2	2	1	HIFI032510D#1#h1tg000002l_0_0:607731-5770322_rc	3555378	3693546	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032510D#2	HIFI032510D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032510D#2#h2tg000003l_0_0:608800-5732063_rc	3538585	3676749	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032513D#1	HIFI032513D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	3	3	3	3	1	HIFI032513D#1#h1tg000077l_0_0:303957-5592528	3551292	3715826	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-f3965b9e0fe6783a	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032513D#2	HIFI032513D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	1	1	1	1	1	HIFI032513D#2#h2tg000054l_0_0:609439-5765230_rc	3565632	3671032	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032529D#1	HIFI032529D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032529D#1#h1tg000121l_0_0:607870-5787538_rc	3552362	3690517	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-4c34865fcf2a50f9	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032529D#2	HIFI032529D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	HIFI032529D#2#h2tg000123l_0_0:672-2712603_rc	1291798	1423561	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032566D#1	HIFI032566D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss	1	1	1	1	1	HIFI032566D#1#h1tg000029l_0_0:611087-5707519_rc	3551629	3657025	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032566D#2	HIFI032566D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032566D#2#h2tg000123l_0_0:610347-5693123_rc	3505924	3637711	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032567D#1	HIFI032567D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032567D#1#h1tg000065l_0_0:610944-3834657_rc	1645535	1783703	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032567D#2	HIFI032567D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source	2	2	2	2	1	HIFI032567D#2#h2tg000021l_0_0:303467-5616058	3615985	3747773	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
