hap_id	contig	start0	end0	span_bp	N_bases	other_ambiguous_bases	contig_edge_distance	span_sha256
HG03669#2	HG03669#2#JBHDTE010000046.1:28389062-33618253	3537349	3675507	138158	0	0	1553685	c64a3ffc5903bfdb8f3497d2b65731cc29ade48a9fca934d1fa725b0282bb8df
HG03688#1	HG03688#1#JBHDTJ010000054.1:28390921-33637286	3554951	3693232	138281	0	0	1553134	dc5bcfd30e9f33cc9f74cde7f1dbcef8b1e97e05a2d244eefd03c1a1cec375fe
HG03688#2	HG03688#2#JBHDTK010000054.1:28442317-33604941	3553989	3692144	138155	0	0	1470481	d2f9181d945f677238388a7b90cb5906a7d590ec845997166aad5a5b8fecb3fd
HG03704#1	HG03704#1#JBHDRL010000035.1:28385510-33544273	3561517	3693328	131811	0	0	1465436	8d237dcb5c455cc62f1674a72684f0c5d506be15484eec8dbe5c656030c43dfd
HG03704#2	HG03704#2#CM086190.1:28367307-33613199	3550853	3682612	131759	0	0	1563281	a900d6b770cc20a7651884dab59824dc5cca460299041d1f9299768a4e0d8a32
HG03710#1	HG03710#1#CM086869.1:28406453-33664140	3554647	3692809	138162	0	0	1564879	c66edb8e3e09324467a5b4745025d0525fab2d35890fdcd8dd4b8424c9316803
HG03710#2	HG03710#2#CM086882.1:28406463-33546644	3557490	3695733	138243	0	0	1444449	7e4ec9a62193c860ffd2ac80644090eedc60704a6f2ee67ff7320968d391c1f4
HG03742#1	HG03742#1#CM087628.1:28422273-33665592	3550596	3688755	138159	0	0	1554565	71d9f6844c272842b88ac15f825d4438956b33192b8f1a83e5332ac03906ed85
HG03742#2	HG03742#2#JBHDXM010000003.1:28462365-33593791	3541011	3672798	131787	0	0	1458629	35c57b7e5d2208db2ace31704a9602d8b0eeca47131f60e7da401461f2f6df70
HG03784#1	HG03784#1#CM094174.1:28377153-33515338	3555536	3693812	138276	0	0	1444374	dcfab9dc93437b8d1075d5b4612017c8c3c2b7f0ab84697b718a75d1dfa5e971
HG03784#2	HG03784#2#CM094203.1:28433118-33600593	3557480	3722085	164605	0	0	1445391	d57203beaa22cfd27adf77ef21b30e0f1c02048faa7e518888d27279f9987404
HG03804#1	HG03804#1#CM088331.1:28384562-33565798	3551690	3709935	158245	0	0	1471302	65f1143315da28dbfaa0d6cec49a14bc5e228c49f800a49acdffb6117deb2c53
HG03804#2	HG03804#2#CM088379.1:28362365-33467265	3501774	3633530	131756	0	0	1471371	950b0af55ab07ccd4e7b8967846f6dd878667b89bd4b59ff3c3e5e8defacca2f
HG03816#1	HG03816#1#JBJXWF010000049.1:28427684-33714593	3563964	3722117	158153	0	0	1564793	7c12f78c3e9f2255d0a889dc703018a6a514c4258e9a6019be48efac4240f0cf
HG03816#2	HG03816#2#JBJXWG010000046.1:28406441-33636019	3621664	3759818	138154	0	0	1469761	55c738424327114370b95f7ce957636fc4f0da90fe591814f6de04eeb6db3582
HG03831#1	HG03831#1#JBHDSN010000045.1:28374864-33602539	3617859	3756049	138190	0	0	1471627	dc15371f1f2ee3ab18af01d9af82dd905357f3cfe9362ce48ffdc1fd732708aa
HG03831#2	HG03831#2#JBHDSO010000065.1:28430318-33704666	3621302	3785903	164601	0	0	1488446	e1806ea754be0fbb3e44e111d62a75f084c63a343e124f28b8a17f78c5400c6e
HG03834#1	HG03834#1#CM085797.1:28395320-33703328	3613245	3745029	131784	0	0	1562980	21e09e3919a05ffec34033a70cdfacac5a3b53ef9f752659314ac668d2305da0
HG03834#2	HG03834#2#CM085813.1:28455324-33598071	3540917	3672694	131777	0	0	1470054	c485d197c84fc0e7dc2b1d6b321cd6b8c260da1efeca946b513b0eb91d69f7a7
HG03874#1	HG03874#1#CM089432.1:28353581-33507962	3550896	3715523	164627	0	0	1438859	a66db6fc124f93107df0274d2aef9ab780e3459d0e89fd00bbe1157ff34f4733
HG03874#2	HG03874#2#CM089475.1:28434562-33680043	3550627	3682386	131759	0	0	1563096	90b6d6757cb4be253b179482da21862396673218b109ac38021229b91e6cb4cb
HG03927#1	HG03927#1#CM086636.1:28465203-33551033	3502177	3640407	138230	0	0	1445424	e184fc89766cbc2858a07c3f0979de18f351b6c58f296c9eb35c8c1778b83598
HG03927#2	HG03927#2#CM086659.1:28395712-33710667	3619069	3750830	131761	0	0	1564126	da2ca5931ae2595602efe51f794380e0670833dcd748ec9d04390d8dc5c452c0
HG03942#1	HG03942#1#CM088393.1:28271517-33427607	3553860	3685730	131870	0	0	1470361	cc508231fbe7f98ebd1f0d7f29a7eb6352859864bff72e1c91625f4b20bd0183
HG03942#2	HG03942#2#CM088404.1:29036351-34210946	3545372	3703613	158241	0	0	1470983	58b7b0ae161555d488b93a9fabafabf0b504a6e7337834fc25aa1d33a3d403ee
HG04115#1	HG04115#1#JBHDTF010000057.1:28438850-33586926	3558240	3690028	131788	0	0	1458049	0dc73e8c618c93812c52c5dcb641b59f829430d4abbcb4ec6bfee5491c5f0b8a
HG04115#2	HG04115#2#JBHDTG010000049.1:28423339-33670470	3551982	3683739	131757	0	0	1563393	c5bde4ec8bc6c84e8a0f557fdeec54a094168aa323e143a4a4d4414a9f278e65
HG04157#1	HG04157#1#CM088414.1:28397949-33735050	3615830	3773986	158156	0	0	1563116	90aa3ec55225c86a86f4fca1fe38e0a77a809b9d6aa824b1c7a935bddb96ddc7
HG04157#2	HG04157#2#CM088438.1:28355512-33488875	3539795	3645218	105423	0	0	1488146	b03de54c78ed80234574c5ee1b0527666e43e53503dbc6cbd7c4a984d3a4819e
HG04160#1	HG04160#1#JBHIGW010000016.1:28356435-33564314	3618795	3750582	131787	0	0	1457298	70d022300973aa20145975b1051ed38a76fd2ee403d8382237d1a9213839ccc3
HG04160#2	HG04160#2#JBHIGX010000055.1:28422741-33644744	3618917	3750722	131805	0	0	1471282	ca3caa9d9d9af7205ea2651ce764e720f3d02a6759453d0d9ed5ccda3fdac4ac
HG04184#1	HG04184#1#CM086460.1:28371226-33616523	3550097	3681858	131761	0	0	1563440	da2068b7addc2a5d471bfda2a49f5ae03145aafab2dce1da63006f754d85342a
HG04184#2	HG04184#2#CM086472.1:28433511-33770331	3614318	3772471	158153	0	0	1564350	e3dce142abb69de58fe81c6abc527b9a0de9a6fb11814c7f52423fb588e17608
HG04187#1	HG04187#1#CM099742.1:28415864-33609347	3620845	3752741	131896	0	0	1440743	3aab33ff1261b43d1d7be5fbc83e1d6736ad0af7fdb7e003e666b7388c8c1007
HG04187#2	HG04187#2#CM099756.1:28400738-33533288	3555899	3694065	138166	0	0	1438486	3910ec5474837116d6b013cfe20c957790d61515c67a81d68635f3f4c481bad1
HG04199#1	HG04199#1#JBHDTH010000059.1:28382492-33668076	3623302	3728700	105398	0	0	1556885	b7af82d500502b74e43df13b1fbbbb7916e252587350642e43d5f70095c3b3dc
HG04199#2	HG04199#2#JBHDTI010000015.1:28378462-33549536	3563416	3701583	138167	0	0	1469492	d95a4c4f29b60fa2264d764dbe4dd1354b7c2d97ee2136ab80a4adcca17f6639
HG04204#1	HG04204#1#JBHIGY010000015.1:28376780-33510758	3507008	3645201	138193	0	0	1488778	ccd5c38f861565430b9cbbc9734376d52c9ea93a227db6b4604557f26e1a11d2
HG04204#2	HG04204#2#JBHIGZ010000014.1:28378310-33624751	3550538	3682313	131775	0	0	1564129	bdf312bcf8eec3031f597836d6a2be4595d29d5108a44959344b726b4404c72a
HG04228#1	HG04228#1#CM088480.1:28407255-33566968	3550607	3688778	138171	0	0	1470936	da3d39c617b1e6cfc5f14a54ccc2c64a4da6c65a211bcc19470f4674ad100e2b
HG04228#2	HG04228#2#CM088508.1:28466048-33622943	3549175	3687411	138236	0	0	1469485	50468994702ff31ca22b6e7a88e19136efd836caf6c0c47206c96613d25275f0
HG06807#1	HG06807#1#CM101400.1:28463683-33619551	3554091	3685873	131782	0	0	1469996	e353658064635005a2b54b867623e3c58b489ce3e9e033e537daf4c4a6aa249a
HG06807#2	HG06807#2#CM101434.1:28441503-33631596	3621105	3720169	99064	0	0	1469925	526d3bdfadc6caac1238d640b12b47fa0343e8693b317f7d9720c0ac1a7ab4ea
HIFI032007D#1	HIFI032007D#1#h1tg000073l_0_0:608286-5760441_rc	3546287	3710822	164535	0	0	1441334	e34e812a55589c9b4ad59b17f07132bbcf8233b2f21c43a48a6c0df413583023
HIFI032018D#1	HIFI032018D#1#h1tg000037l_0_0:304267-5382862	3506272	3638066	131794	0	0	1440530	9f0a6547cbd91f272b1e739c9559a67e6f3b677e3a6e111f69fb828f63ff1b9b
HIFI032018D#2	HIFI032018D#2#h2tg000056l_0_0:307668-5563326	3553254	3685016	131762	0	0	1570643	be9ceffb533256cff8eb0412b67ddf00e9ccd094d3a2299d2de300689a6dbb00
HIFI032069D#1	HIFI032069D#1#h1tg000026l_0_0:610788-5743677_rc	3560640	3692462	131822	0	0	1440428	44cbcb51f6f760087f52ff88577fe8b5f56def306f4b3d36422d13c151acacd1
HIFI032069D#2	HIFI032069D#2#h2tg000171l_0_0:608783-5720475_rc	3455971	3620570	164599	0	0	1491123	2ca6a343eebf8d7ccd8f689e2b7d4a9acba6b81789722b0b7a27a7ea4fb6e4fb
HIFI032097D#1	HIFI032097D#1#h1tg000023l_0_0:611330-5798061_rc	3608917	3740703	131786	0	0	1446029	e5117f118cf6cad73bd20bd5f0d78812abc0be784e7d569d5f334d9f5e44ccfd
HIFI032097D#2	HIFI032097D#2#h2tg000077l_0_0:609524-5764255_rc	3552990	3684880	131890	0	0	1469852	7ab26cde7b7c8b558b133a9449e5a6e924f389ac0a1a02c5fc51dcbe821c03f7
HIFI032103D#1	HIFI032103D#1#h1tg000059l_0_0:611631-3016887_rc	815095	946888	131793	0	0	815095	a0c63449d08c3f535c10ff286a21a8f200e3097a4a6bc3817e365fb29e266add
HIFI032103D#2	HIFI032103D#2#h2tg000045l_0_0:303195-5607722	3618789	3750576	131787	0	0	1553952	843f85869da91ca303efe4b234007693a1af5ec4ec3aac80e39072ab0a1aeec8
HIFI032161D#1	HIFI032161D#1#h1tg000029l_0_0:607863-5752234_rc	3564073	3702231	138158	0	0	1442141	df3dbc74f3a66abcaa608f460437ccfb5a6835e95ae030bc8e630388ccde51d9
HIFI032161D#2	HIFI032161D#2#h2tg000024l_0_0:611651-5758120_rc	3560773	3698932	138159	0	0	1447538	e88406334afe71c024ed597fb9fc221b3720cd599ef72fcf20b1a52a2039da5e
HIFI032164D#2	HIFI032164D#2#h2tg000476l_0_0:107-368968_rc	192191	363087	170896	0	0	5775	177b45ab74c3d4f3d520139573a128b0ffbff7ad6e55c6cc20ce39996168f96a
HIFI032167D#1	HIFI032167D#1#h1tg000006l_0_0:609993-5773840_rc	3558060	3722578	164518	0	0	1441270	75a2ef7c52d89460bbc5747acb32f98f3a8e6cab83e184845d2bacc0c428f3fb
HIFI032167D#2	HIFI032167D#2#h2tg000184l_0_0:578-3410834_rc	3154042	3318560	164518	0	0	91697	75a2ef7c52d89460bbc5747acb32f98f3a8e6cab83e184845d2bacc0c428f3fb
HIFI032182D#1	HIFI032182D#1#h1tg000062l_0_0:608743-5774270_rc	3561559	3693352	131793	0	0	1472176	58c4f75fadcc0232af64a061c047f1a417782ced8c5d8e8bbf1428b4841eecd3
HIFI032182D#2	HIFI032182D#2#h2tg000020l_0_0:304162-5451064	3545113	3676877	131764	0	0	1470026	11276c101ac939e5ea2a866f11b61b1ea970077bc9bb2cf52540f7de0a8506be
HIFI032289D#1	HIFI032289D#1#h1tg000057l_0_0:611762-5895636_rc	3549232	3713835	164603	0	0	1570040	b8b09e58506477bc6ab299ea499c8ccb9ecb6c0426b884cb8cabacf2e54c4a7a
HIFI032289D#2	HIFI032289D#2#h2tg000050l_0_0:302987-5547842	3552947	3691117	138170	0	0	1553739	2d805209e324daffcd7f98559fa11adca5bf582b818c79ef673029477934768e
HIFI032292D#1	HIFI032292D#1#h1tg000202l_0_0:610779-5026306_rc	2835620	2973782	138162	0	0	1441746	f002c2ab411582ce35c1f6588eabf50bd230465024a9060efd9156ee2e5a169c
HIFI032292D#2	HIFI032292D#2#h2tg000202l_0_0:301746-5442974	3561494	3699657	138163	0	0	1441572	b9403fa37c816ecf044578344d46af6ae20183f2d1a90b9d9fd8838228a27e95
HIFI032302D#1	HIFI032302D#1#h1tg000118l_0_0:546-2591024	1077274	1209069	131795	0	0	1077274	a74cd76b3baf1ba5a9f654314b6916143912d5ef45b8f24e01972782b5603425
HIFI032302D#2	HIFI032302D#2#h2tg000125l_0_0:607201-5502153_rc	3350115	3455510	105395	0	0	1439443	08770d229e88699bf917f5665e997e0cc390334c34ff5c350d852931a4737f11
HIFI032306D#1	HIFI032306D#1#h1tg000062l_0_0:611306-5769353_rc	3550866	3689020	138154	0	0	1469028	5da57da261c9c28e909a7f461ef230430d39036c926895b3858f6746f0d890d3
HIFI032306D#2	HIFI032306D#2#h2tg000068l_0_0:608736-5852116_rc	3549797	3687979	138182	0	0	1555402	9b4ed8798cbd808d17688cc3b1a9cfc535f2c63a5d88105b73b663cb13443f8a
HIFI032335D#1	HIFI032335D#1#h1tg000010l_0_0:301759-5500911	3504447	3636227	131780	0	0	1562926	df3ee45cb0b2daaac1c3d281580cdec1bbf6721fa812ea8edff387795562f62a
HIFI032335D#2	HIFI032335D#2#h2tg000219l_0_0:2273-2943040	1647786	1785948	138162	0	0	1154820	41c35c699516d034746e1f5c619aea0227c5c01f713b90a20671892aaa39aab9
HIFI032349D#1	HIFI032349D#1#h1tg000020l_0_0:301733-5566658	3562372	3694169	131797	0	0	1570757	a801a4cb10fb3459d663803e579a1fe0978ecc0f671f989ccf2dbff677620afa
HIFI032349D#2	HIFI032349D#2#h2tg000060l_0_0:608410-5739806_rc	3555099	3693280	138181	0	0	1438117	b80b6a616fb02d46a0887c25f9113a961d16bc5f63df117a4d1b268c0691503f
HIFI032373D#1	HIFI032373D#1#h1tg000049l_0_0:608867-5740038_rc	3551627	3683427	131800	0	0	1447745	79da2c6a8a08f23588e38dce299a0bc232d3c053b6f36cd7f9e337b3275f0064
HIFI032373D#2	HIFI032373D#2#h2tg000139l_0_0:112-485361_rc	212289	350454	138165	0	0	134796	c561e9cf10a9fce5555ecf37e7df121b7124f6e86985174117eba6be34c0a0b5
HIFI032420D#1	HIFI032420D#1#h1tg000074l_0_0:303007-5500336	3507807	3639602	131795	0	0	1557728	2a3fbb8aec4089ab8c034cf595bfdb486b7fe085aa5f34d3912a0eeb042c6fd1
HIFI032420D#2	HIFI032420D#2#h2tg000028l_0_0:302171-5561704	3556255	3688019	131764	0	0	1571515	d46ab241e461729c7df516db39814cfaa13542ad426e37a736c43ada2d576b7b
HIFI032422D#1	HIFI032422D#1#h1tg000015l_0_0:303813-5358931	3503225	3608652	105427	0	0	1446467	676f3fff11f32204a0fae1beb5a5224b3e989749839738c0ce5b576f1a3b2e27
HIFI032422D#2	HIFI032422D#2#h2tg000138l_0_0:303022-5459818	3559212	3697396	138184	0	0	1459401	734aa080e13749c3b96d91d787ceebbb4df1c60caea5644cbe43248fe50f33be
HIFI032429D#1	HIFI032429D#1#h1tg000176l_0_0:611631-5819632_rc	3553547	3718091	164544	0	0	1489911	ce86ee459ee85dfbaab1bb2868c549007e63efc964a07a084f7b21cd0062fed0
HIFI032429D#2	HIFI032429D#2#h2tg000236l_0_0:366-3775085	2193876	2332052	138176	0	0	1442668	2ba9f9575299c16f8f80c4919a734d340ff9b796ef57f6280114abaa14823f75
HIFI032440D#1	HIFI032440D#1#h1tg000035l_0_0:610298-5756202_rc	3561142	3699288	138146	0	0	1446617	19c3a8efe4d4164fa6b6f694ab919b0a8d099e14e030cdcfb3c4ba3f55ff7b91
HIFI032440D#2	HIFI032440D#2#h2tg000090l_0_0:301809-5292738	3502930	3608344	105414	0	0	1382586	1a022492fefec8266d9c13dd42e22bd0d4e1d147687fe94bd8dfa549ae715aad
HIFI032450D#1	HIFI032450D#1#h1tg000008l_0_0:301757-5443675	3564052	3695843	131791	0	0	1446076	306dd99e433443d1a9638e38d8205fd0909220e4c9edcbfd0b23e20d5999c79b
HIFI032450D#2	HIFI032450D#2#h2tg000141l_0_0:744-4499104_rc	3552586	3717183	164597	0	0	781178	5dd5ef7917531d9eb6f7ae048502630001b78eb13a2bfe3c2557b1c7b15824fb
HIFI032453D#1	HIFI032453D#1#h1tg000016l_0_0:608084-5737533_rc	3550774	3688947	138173	0	0	1440503	b00725bb0d9668faea2b0d615f651d2dc152f7396af10b4ad1966b5cde42e00d
HIFI032453D#2	HIFI032453D#2#h2tg000022l_0_0:611013-5690080_rc	3493211	3631366	138155	0	0	1447702	678cbbe79185545270f7c9bdf8d603fa34d36371d1d34a3465482704381a7050
HIFI032454D#1	HIFI032454D#1#h1tg000050l_0_0:610949-5688146_rc	3505013	3636803	131790	0	0	1440395	9dd6774145bdd1c030c356cee7e661ec449611afbe57dddc7310c389b27c93a1
HIFI032454D#2	HIFI032454D#2#h2tg000014l_0_0:303195-5343983	3495580	3600978	105398	0	0	1439811	db5cb5a533a73384301001dae10e3b33eefde5a5e4d18abba4d632b94b449fab
HIFI032462D#1	HIFI032462D#1#h1tg000018l_0_0:608249-5847965_rc	3553634	3685454	131820	0	0	1554263	425993a7dd0598d44eda9d6e4286cc2934b9fe1114aafbe8cbf95c83097fc619
HIFI032462D#2	HIFI032462D#2#h2tg000305l_0_0:304337-3862556	3500605	3543218	42613	0	0	15002	3c6b8c52bfc30f1352e66416f1f5514f4e5afc562eade0eda50298aca8fb7de4
HIFI032473D#1	HIFI032473D#1#h1tg000017l_0_0:611279-5848073_rc	3548965	3680764	131799	0	0	1556031	b60ff2c3923984151d08f8e3ee2bdf3655dda85d631452ed8301d5c8cbc8eb14
HIFI032473D#2	HIFI032473D#2#h2tg000041l_0_0:611187-5777378_rc	3563688	3695577	131889	0	0	1470615	20f3c57914ef7337bdb68fc3252ad8d04c940959d789d53d9190958680e74fbd
HIFI032487D#1	HIFI032487D#1#h1tg000160l_0_0:610978-5805510_rc	3623339	3755110	131771	0	0	1439423	cf5f1c8f369c21870bc4a6549a8dc1c42d9319b779b3dedb4ae9b9a0d52f811a
HIFI032487D#2	HIFI032487D#2#h2tg000061l_0_0:608057-5671065_rc	3549135	3680931	131796	0	0	1382078	c8afcb31686fff69203dcfe99b40c19403d84692d03377f257bc52c0a14073be
HIFI032501D#1	HIFI032501D#1#h1tg000023l_0_0:303660-5553387	3547687	3679485	131798	0	0	1570243	885fbb02dd4b1f0cc50c8e4b7ee7342aa84528e863a64c8e6f81475340f8fd5c
HIFI032501D#2	HIFI032501D#2#h2tg000105l_0_0:441-3022934	1438378	1576506	138128	0	0	1438378	535d7917e27de247aebbf218b69217521048bbec2e636edc56f1566210c06ef8
HIFI032510D#1	HIFI032510D#1#h1tg000002l_0_0:607731-5770322_rc	3555378	3693546	138168	0	0	1469046	4677b755eccc28f15963f2a5d0eee6daf8353142a9f0ccb71757883c07f18398
HIFI032510D#2	HIFI032510D#2#h2tg000003l_0_0:608800-5732063_rc	3538585	3676749	138164	0	0	1446515	ea298ffbf273af270a49f006cec63cd5dc57735fe8f5cdbffda24e16955da37f
HIFI032513D#1	HIFI032513D#1#h1tg000077l_0_0:303957-5592528	3551292	3715826	164534	0	0	1572746	e51676f7a3bd9583a7f8af29224e4724b32d056376bc3214fbc6b322c0b26ffd
HIFI032513D#2	HIFI032513D#2#h2tg000054l_0_0:609439-5765230_rc	3565632	3671032	105400	0	0	1484760	0c49bb19ad661286701a1c68f1bc2e2ca96b5f04a0c78dc1b09a35d8fa29e21a
HIFI032529D#1	HIFI032529D#1#h1tg000121l_0_0:607870-5787538_rc	3552362	3690517	138155	0	0	1489152	99eea8430a6295386f8cc7176a93839e2640a557db2b22af32a358c04d9c1ae5
HIFI032529D#2	HIFI032529D#2#h2tg000123l_0_0:672-2712603_rc	1291798	1423561	131763	0	0	1288371	51712ea12ac08d97672996ed9db12d790d896b40fa71c7ba6bbaa44a3b54f666
HIFI032566D#1	HIFI032566D#1#h1tg000029l_0_0:611087-5707519_rc	3551629	3657025	105396	0	0	1439408	4934664aaa6598423c74b4a1e4a27296c3949549a2d4c3aa689daf0bdd31f5f2
HIFI032566D#2	HIFI032566D#2#h2tg000123l_0_0:610347-5693123_rc	3505924	3637711	131787	0	0	1445066	4ad76c15f9e412f5286ee2cae61579f09c17685c2635ad43ea70e8f628e6869f
HIFI032567D#1	HIFI032567D#1#h1tg000065l_0_0:610944-3834657_rc	1645535	1783703	138168	0	0	1440011	c84d6cc9d0b5a5aff57f467aa99a47c8f7e137d410ef4e81d9ac9fe4905580e2
HIFI032567D#2	HIFI032567D#2#h2tg000021l_0_0:303467-5616058	3615985	3747773	131788	0	0	1564819	b5b1af3f2c40828f117928290c106bb56f690078cf725058048769f0f8983c86
HIFI032585D#1	HIFI032585D#1#h1tg000015l_0_0:608714-5788197_rc	3551884	3716480	164596	0	0	1463004	dcca8e4183cc907a711fa0399f1c371f279a3927d3f5ca24e2201935bd326e13
HIFI032585D#2	HIFI032585D#2#h2tg000251l_0_0:608786-5272448_rc	3061933	3193823	131890	0	0	1469840	866dc49cf3a2cf578bb0483173a8b21efcff0a27b8f8e5db294eaac7030c0f52
HIFI032586D#1	HIFI032586D#1#h1tg000082l_0_0:608380-5862391_rc	3551944	3683708	131764	0	0	1570304	1e1ce87e1a3b4b6c2d9b699341cf921f2f0e962c29018aacfde42935551cb47b
HIFI032586D#2	HIFI032586D#2#h2tg000068l_0_0:610961-5682003_rc	3556815	3688610	131795	0	0	1382433	ceff2dedd123f84d0d8a3f33ba175a058eff0963d86845b486273047dcb2aa84
HIFI032591D#1	HIFI032591D#1#h1tg000008l_0_0:304261-5535645	3544994	3676796	131802	0	0	1554589	df2b1dafef6ad0db5114a7ec32bc690c4400ac152391149acd41429cf3a465a2
HIFI032591D#2	HIFI032591D#2#h2tg000191l_0_0:608144-5628514_rc	3500770	3638944	138174	0	0	1381427	595032703dbe12bf50474be412e73f42489bdb9623ba9d11c32b818fc9cbf76e
HIFI032604D#1	HIFI032604D#1#h1tg000033l_0_0:608804-5838950_rc	3541782	3673578	131796	0	0	1556569	15162c7a9a65f1caf591a1dd1e837dc7125753937e296368303616894001a689
HIFI032604D#2	HIFI032604D#2#h2tg000003l_0_0:608544-5741103_rc	3558531	3690335	131804	0	0	1442225	96cc332a18fff47625384c4eaf14576c3fc8af3160b2c27b028b023d7c9cfa08
HIFI032607D#1	HIFI032607D#1#h1tg000001l_0_0:304265-5604718	3612262	3744047	131785	0	0	1556407	c1098bc4d8becdaa1cb12a19ec602d77c7fe6c3fbc86237fbd26c428e1c75f65
HIFI032607D#2	HIFI032607D#2#h2tg000007l_0_0:611122-5743055_rc	3561360	3666766	105406	0	0	1465168	6fafef21ff1b96858b3200b715a308dd4bb68c684ba4c683ee012b3600de3208
HIFI032662D#1	HIFI032662D#1#h1tg000154l_0_0:610481-5807545_rc	3615510	3753653	138143	0	0	1443412	4c716db4c6a74c77651f2af093d4d7a34d52fc8c02a5cb66fa5602328726b703
HIFI032662D#2	HIFI032662D#2#h2tg000203l_0_0:478869-5255088_rc	3256181	3394326	138145	0	0	1381894	907faa11c0f8db13ac7b3109e460dca881d3efb96f86b182640e7e46f3732b8e
HIFI032668D#1	HIFI032668D#1#h1tg000009l_0_0:611120-5919133_rc	3619961	3751771	131810	0	0	1556243	a58067fda830a67b6f6f18391c7479ac61df96427260c5174ee635e63f9a076e
HIFI032668D#2	HIFI032668D#2#h2tg000066l_0_0:608094-5719634_rc	3503013	3641186	138173	0	0	1470355	c2d9d88a0507673c6330b1924930c22fad1e54423ee344691c537dd1e17eeede
HIFI032682D#1	HIFI032682D#1#h1tg000013l_0_0:608436-5749936_rc	3560472	3698624	138152	0	0	1442877	4102aa13178ab64f88145ed49fbf47bdf3cc7c0c72b16aaa97f70a0ed78154ad
HIFI032682D#2	HIFI032682D#2#h2tg000065l_0_0:608744-5741883_rc	3554207	3686014	131807	0	0	1447126	e67a0ceaf8dad318bf414125e6d3debff41c6a8bc3d0da76835836b27a7ce752
HIFI032685D#1	HIFI032685D#1#h1tg000048l_0_0:302205-5467452	3557943	3722483	164540	0	0	1442765	91e30ceed561d798140f0c938db61760bfb8da76e19c8877a9af6d492cf282d3
HIFI032685D#2	HIFI032685D#2#h2tg000153l_0_0:301738-5322457	3504480	3636295	131815	0	0	1384425	a91134bd0669aef458e5d0e0a233c3dac4f038f59889347ecabd3e491d9acc05
HIFI032692D#1	HIFI032692D#1#h1tg000123l_0_0:303312-5470118	3552892	3723793	170901	0	0	1443014	7b75a0d009589ea950bd56db2908b25e06b64380c640622a8f71f52579498873
HIFI032692D#2	HIFI032692D#2#h2tg000020l_0_0:304295-5612497	3612620	3744401	131781	0	0	1563802	8ab90f1b79da61984b9a11a1af727abb8f5f2094634c6020c0a9a4736ede2661
HIFI032693D#1	HIFI032693D#1#h1tg000062l_0_0:608433-5733453_rc	3550409	3682206	131797	0	0	1442815	156d6078a2024f29e788ca5fe61489422ada93372ada9a462ef7552e0a864da0
HIFI032693D#2	HIFI032693D#2#h2tg000033l_0_0:607815-5813555_rc	3626372	3764525	138153	0	0	1441216	8c43c3ab36a0da340729b9042ed3ac2c20e7a9f4124d9beb90b01c40ab57827a
HIFI032698D#1	HIFI032698D#1#h1tg000101l_0_0:610392-3981084_rc	1791504	1923322	131818	0	0	1447371	804e494813880be4cbd20527c1ea27ad3849aaa593cf65a36b2d7896cb3c3684
HIFI032698D#2	HIFI032698D#2#h2tg000030l_0_0:608806-5742659_rc	3548315	3686459	138144	0	0	1447395	c466bd16a6986f32ade394f0ed7408bac2a2c02902318b82b9de6495240a5fe6
HIFI032706D#1	HIFI032706D#1#h1tg000016l_0_0:611062-5619397_rc	3500790	3626236	125446	0	0	1382100	ca20cca10d2860d66a8df9af7b47dddef3e98c0ee2f839760ea828177c23ae9d
HIFI032706D#2	HIFI032706D#2#h2tg000095l_0_0:607465-5690513_rc	3552249	3684035	131786	0	0	1399014	5dba3435468997e6a5e83f43368781169a0f6814c211298a7dc94e28140115e8
HIFI032711D#1	HIFI032711D#1#h1tg000033l_0_0:609337-5753811_rc	3561523	3699753	138230	0	0	1444722	d332f94c56238b4b13c814f5b7de7ce91228cfd742c1534f2dc06c6993c3633a
HIFI032711D#2	HIFI032711D#2#h2tg000080l_0_0:611264-5763252_rc	3546471	3711004	164533	0	0	1440985	8be91cf5dbfe89e214765dc971015be0f9681837cf65e59bfbba1d1d2f52817f
HIFI032731D#1	HIFI032731D#1#h1tg000273l_0_0:606929-5771846_rc	3561193	3692958	131765	0	0	1471960	994a294ff9dd5922d736696418e78eed3440a3573f189c160ad03097a160cfa5
HIFI032731D#2	HIFI032731D#2#h2tg000012l_0_0:303976-5468014	3557798	3722336	164538	0	0	1441703	af220192db9d9e110b1e5a9c262813432fc3db9899007c48ee32aaff664bccdf
KOREF1#1	KOREF1#1#chr6_85671:28288069-33527843	3552165	3683973	131808	0	0	1555802	ff6b7d94b3b7f26b3913d902beb10f7f94fdf9277cce3cbb2d600bb6d5357e3a
KOREF1#2	KOREF1#2#chr6_93216:28299861-33486856	3608882	3740671	131789	0	0	1446325	83a3a427870786b495e235346affd97b673dc5010abda63c959773bf94da3b5a
KOREF2#1	KOREF2#1#Unplaced_h1tg000017l_2237953:24965590-30159345_rc	3615649	3747444	131795	0	0	1446312	b5fb647f452ba95100da05457433f62d803aa20d13031f66469e56abd640af3e
KOREF2#2	KOREF2#2#Unplaced_h2tg000026l_88481:28271060-33401074	3552621	3690797	138176	0	0	1439218	f8659e5a81753f136f7e56be9617e2beb73e2b04dfe86671e9b7fce068ecaad8
KPanRef-071#1	KPanRef-071#1#Unplaced_h1tg000003l_114042770:24917513-29983750_rc	3552398	3684197	131799	0	0	1382041	c86074a2d4629cb3724e1c10f2d8d61278a5fb54d055ad77498c05378433b94c
